Wavenumber [cm^-1];3 min;30 min;60 min;90 min;120 min;150 min;180 min;300 min;360 min;1800 min
1311,598;0,004049485;0,006282909;0,014430729;0,014782873;0,011705705;0,015910861;0,016192362;0,009972279;0,007221758;-0,001947835
1311,839;0,004009415;0,0063296;0,014546779;0,014788002;0,011725632;0,016070107;0,016184921;0,0101066;0,007265545;-0,002036588
1312,081;0,003963759;0,006335094;0,01466846;0,014792202;0,011735643;0,016219285;0,016172277;0,01022959;0,007306124;-0,002106602
1312,322;0,003921941;0,006303449;0,014794142;0,01480851;0,01174421;0,016347593;0,016169554;0,010333647;0,007341646;-0,00214969
1312,563;0,003888503;0,006248166;0,014924525;0,014845434;0,011759945;0,016451402;0,016190414;0,010412942;0,00737402;-0,002160501
1312,804;0,003863977;0,006188584;0,015058749;0,014904699;0,011788791;0,016532133;0,016243399;0,010463735;0,007409587;-0,002137935
1313,045;0,003846761;0,006144935;0,015192634;0,014982266;0,011832626;0,016593581;0,016329319;0,010485477;0,007455591;-0,002084801
1313,286;0,003837117;0,006134128;0,01531618;0,015070523;0,011888781;0,016639494;0,016442602;0,010482357;0,007517476;-0,00200817
1313,527;0,003838883;0,006166073;0,015416118;0,015161977;0,011949996;0,016674461;0,01657226;0,010461346;0,007596031;-0,001917562
1313,768;0,00385928;0,00624245;0,015479087;0,015251079;0,01200686;0,01670259;0,016706213;0,010432683;0,007686823;-0,001825307
1314,009;0,003906678;0,006357438;0,015497147;0,015334824;0,012050635;0,016729962;0,01683366;0,010406289;0,007781488;-0,001744344
1314,25;0,003985677;0,006498419;0,015471279;0,015412593;0,012076259;0,016764414;0,016947932;0,010390713;0,007871391;-0,001687164
1314,491;0,004093937;0,006650081;0,015412872;0,015484382;0,012084163;0,016813565;0,017046508;0,010390946;0,007950392;-0,001664057
1314,732;0,004221017;0,006796726;0,015339437;0,015549258;0,012080438;0,016881892;0,017130479;0,010407898;0,008017144;-0,001681763
1314,973;0,004350629;0,006924952;0,015272244;0,015605719;0,012073522;0,016969186;0,017203245;0,010439058;0,008073064;-0,001741362
1315,214;0,004464491;0,007026571;0,015228562;0,015651374;0,012072356;0,017068495;0,017269515;0,010479557;0,008121645;-0,001838603
1315,455;0,004548544;0,007098971;0,015218622;0,015684978;0,01208198;0,017168345;0,017334201;0,010524355;0,008164699;-0,001963197
1315,696;0,004596228;0,007144594;0,015245233;0,015707593;0,012102775;0,01725721;0,017402701;0,010569782;0,008201572;-0,002100844
1315,938;0,004610187;0,007170168;0,01530564;0,015722779;0,01213097;0,017326762;0,017480754;0,010614485;0,008229553;-0,002234521
1316,179;0,004599973;0,007182904;0,015393465;0,015735588;0,012160754;0,017374465;0,017572314;0,010659529;0,008245835;-0,002348344
1316,42;0,004579069;0,007189952;0,015503862;0,015751666;0,012188089;0,017405015;0,017680488;0,010707922;0,008250558;-0,002429019
1316,661;0,004559816;0,007195702;0,015632841;0,015775123;0,012212684;0,017427483;0,017803637;0,010763054;0,008248262;-0,002468357
1316,902;0,004550203;0,007201405;0,015777982;0,015806849;0,012238379;0,017451649;0,017936312;0,010828285;0,008246733;-0,002463668
1317,143;0,004553381;0,007206279;0,015935155;0,015844945;0,012271564;0,017484973;0,018068441;0,010904925;0,008254936;-0,002417902
1317,384;0,00456746;0,007208705;0,01609908;0,01588539;0,01231842;0,017531012;0,018188316;0,010992575;0,008279022;-0,002338369
1317,625;0,00458851;0,007207973;0,016261698;0,015924252;0,012382257;0,017589688;0,018285085;0,011088873;0,008319346;-0,002234288
1317,866;0,00461199;0,007205373;0,016413838;0,015959096;0,012461863;0,017659248;0,01835178;0,011189461;0,008370679;-0,002116321
1318,107;0,004634451;0,007203815;0,01654727;0,015989436;0,01255275;0,017736628;0,01838759;0,011288638;0,008423928;-0,001995106
1318,348;0,004653922;0,007207399;0,016657105;0,016016948;0,012647998;0,017818494;0,018398246;0,011379974;0,008470036;-0,001880924
1318,589;0,004669724;0,007220095;0,016741732;0,016043846;0,012741596;0,017899886;0,018395016;0,01145692;0,008503276;-0,001784035
1318,83;0,004683077;0,007245023;0,016803681;0,016072475;0,012828954;0,017974301;0,018391892;0,011514924;0,008522818;-0,001713829
1319,071;0,00469644;0,007283282;0,016847893;0,016105222;0,012908494;0,018034087;0,018402864;0,011552419;0,008533512;-0,001678675
1319,312;0,004713354;0,007334844;0,016880618;0,016143776;0,012979254;0,01807317;0,01843867;0,011571372;0,00854281;-0,001683535
1319,553;0,004737558;0,007397658;0,016908436;0,01619066;0,013041264;0,018091102;0,018504163;0,011579246;0,008558218;-0,001729677
1319,794;0,004771333;0,007469224;0,016938586;0,016249288;0,013094195;0,018094514;0,018597021;0,011586198;0,008583384;-0,001812543
1320,036;0,004813445;0,007545781;0,016977995;0,016323863;0,013138913;0,018099278;0,018708648;0,011604492;0,008619407;-0,001921338
1320,276;0,004858414;0,007622981;0,017032805;0,016417222;0,01317724;0,018124067;0,018823413;0,011644262;0,008662661;-0,002040972
1320,518;0,004896417;0,007696582;0,017109449;0,016531281;0,013215619;0,01818747;0,018926081;0,011714555;0,008709546;-0,002152593
1320,759;0,004915844;0,007762295;0,01720985;0,016662286;0,013261923;0,018297942;0,019001891;0,011816766;0,008756211;-0,0022384
1321;0,004907551;0,007817761;0,017332425;0,016802741;0,013325288;0,018451742;0,019043866;0,011948396;0,008801278;-0,00228422
1321,241;0,004868589;0,007861728;0,017470642;0,016942326;0,013411963;0,018632891;0,019054578;0,012101847;0,00884496;-0,002283213
1321,482;0,004805147;0,007895478;0,017613653;0,017070388;0,01352197;0,018818033;0,019046935;0,012265957;0,008888867;-0,002237018
1321,723;0,004731696;0,007920939;0,017749347;0,017178883;0,013648398;0,018984789;0,019041088;0,012429087;0,008934303;-0,002155967
1321,964;0,004667125;0,007939943;0,017866674;0,017264776;0,013777476;0,019118462;0,019058357;0,012579847;0,008981876;-0,002056398
1322,205;0,004628834;0,007952558;0,017958314;0,017330537;0,013892986;0,019215712;0,019114562;0,012709486;0,009030546;-0,001956723
1322,446;0,004625954;0,007956716;0,018022718;0,017382327;0,013981837;0,019283169;0,019214523;0,012812286;0,009078485;-0,00187408
1322,687;0,004657234;0,007949065;0,018063585;0,017427648;0,014037889;0,019332197;0,01935049;0,012885636;0,009122952;-0,001820081
1322,928;0,004709344;0,007925806;0,018088295;0,017472221;0,014064462;0,019372884;0,019504693;0,012931136;0,009161685;-0,001799794
1323,169;0,004763845;0,00788618;0,01810596;0,017518763;0,014073866;0,019408493;0,019655852;0,012953785;0,00919359;-0,0018116
1323,41;0,004801706;0,007833265;0,018124967;0,017567405;0,014081431;0,019437037;0,019786987;0,012961485;0,009218882;-0,00184992
1323,651;0,004810137;0,007774292;0,018151119;0,017616859;0,014101078;0,019453436;0,019890499;0,012963635;0,009239776;-0,001907042
1323,892;0,004787219;0,007719241;0,018186604;0,017667439;0,014140506;0,01945645;0,019970036;0,012969606;0,009260015;-0,001976457
1324,133;0,004740251;0,007678533;0,018230273;0,017722346;0,014199005;0,019451153;0,02003765;0,012986046;0,009284477;-0,002053525
1324,375;0,004683351;0,007659914;0,018278774;0,017787122;0,014269117;0,019450958;0,020107189;0,013016384;0,009318443;-0,002135224
1324,616;0,004631794;0,007666879;0,01832679;0,017867196;0,014339899;0,019472736;0,020187225;0,013059284;0,009365169;-0,002219088
1324,857;0,004596686;0,007698717;0,01837093;0,017965228;0,014401602;0,019531106;0,020278937;0,013109896;0,00942611;-0,002301785
1325,098;0,004583169;0,007751126;0,018410154;0,018077673;0,014448056;0,019631567;0,020374777;0,013161547;0,009499099;-0,002376995
1325,339;0,004590192;0,007818477;0,018446143;0,018194258;0,014478262;0,019768278;0,020462552;0,013208569;0,009578649;-0,002435988
1325,58;0,004612886;0,0078954;0,018484195;0,018300065;0,01449421;0,019924963;0,020531284;0,013247592;0,009657004;-0,002469295
1325,821;0,004646069;0,007977875;0,018530651;0,018378961;0,014498619;0,020080379;0,020575393;0,013278975;0,009726485;-0,002468644
1326,062;0,004686713;0,008062632;0,018590712;0,01841894;0,014493889;0,020215373;0,020596388;0,013307158;0,009780363;-0,002429766
1326,303;0,004734346;0,008146921;0,018665576;0,018416952;0,014480761;0,020318954;0,02060218;0,013337703;0,009815574;-0,002353651
1326,544;0,00479108;0,008227622;0,018751215;0,018380611;0,014460865;0,020390656;0,020602778;0,013376297;0,00983254;-0,00224747
1326,785;0,004858394;0,008301445;0,018839029;0,018325725;0,014437221;0,020439129;0,020606743;0,013426343;0,009835097;-0,002123981
1327,026;0,004936418;0,0083663;0,018918177;0,018273287;0,014416798;0,020477201;0,020618635;0,013487809;0,009829873;-0,001998256
1327,267;0,005021712;0,008421496;0,018980129;0,018242235;0,014409017;0,020517702;0,020639244;0,013557066;0,009824378;-0,001886323
1327,508;0,005108466;0,008468405;0,019022206;0,018245804;0,014423518;0,020568961;0,02066624;0,013628104;0,009825557;-0,001802074
1327,749;0,005189441;0,008510866;0,019049588;0,018286998;0,014466651;0,020632621;0,020697482;0,013693903;0,009839702;-0,001755998
1327,99;0,005258585;0,008553549;0,019074124;0,018360434;0,014537865;0,020705631;0,020732422;0,013747462;0,009870187;-0,001754614
1328,231;0,005312099;0,008600074;0,019111385;0,018453339;0,014630282;0,020782019;0,020772078;0,013783713;0,009917763;-0,001799734
1328,473;0,005350503;0,008652039;0,019174413;0,018552142;0,014731448;0,020855307;0,020817725;0,013799756;0,009980128;-0,001888973
1328,714;0,005377087;0,008707247;0,019270443;0,018644981;0,014827078;0,020920191;0,020869585;0,013795578;0,010051951;-0,002015899
1328,955;0,005397092;0,008761148;0,019397898;0,01872652;0,01490637;0,020974308;0,020926322;0,013774791;0,010126639;-0,002170268
1329,196;0,005415936;0,008807411;0,019547828;0,018797686;0,014964334;0,021017609;0,020984786;0,013744996;0,010196933;-0,00233836
1329,437;0,00543571;0,008839336;0,019706083;0,018864232;0,01500181;0,021051993;0,021040828;0,013716411;0,010257007;-0,002504226
1329,678;0,005455544;0,008851932;0,019858013;0,018933436;0,015024198;0,021080784;0,021091987;0,013701558;0,010305017;-0,002651284
1329,919;0,005471019;0,008841761;0,019991748;0,019011193;0,015037519;0,021108416;0,021137723;0,013712305;0,010342923;-0,002763755
1330,16;0,005475772;0,008808632;0,020099929;0,019099165;0,015046091;0,021139592;0,021180376;0,013757404;0,010375802;-0,00283037
1330,401;0,005465006;0,008754404;0,020180084;0,019193962;0,015051496;0,02117804;0,021223827;0,013840125;0,010411179;-0,002845058
1330,642;0,00543731;0,008683699;0,020233375;0,019288974;0,015054913;0,021225006;0,021272565;0,013956216;0,010454887;-0,002807868
1330,883;0,005396904;0,008602896;0,020262571;0,019375928;0,015058782;0,021279342;0,02133057;0,014095029;0,010509951;-0,002725682
1331,124;0,005352867;0,008519884;0,020271913;0,019448557;0,015070184;0,021335501;0,021399173;0,014241694;0,01057406;-0,00261
1331,365;0,00531589;0,008443265;0,02026623;0,01950502;0,015099397;0,021386513;0,021477844;0,01438079;0,01064073;-0,00247534
1331,606;0,005295144;0,008381147;0,020251802;0,01954754;0,015158424;0,021424025;0,021563252;0,014500287;0,010700885;-0,002337083
1331,847;0,005293986;0,008339482;0,02023599;0,019583004;0,015254262;0,021441546;0,021650957;0,014594086;0,01074496;-0,00221002
1332,088;0,005309029;0,008322259;0,020226404;0,019619418;0,015385544;0,021436002;0,021735501;0,014663246;0,010766583;-0,00210754
1332,329;0,005330592;0,008329867;0,020230173;0,019663276;0,015539727;0,021408812;0,021813692;0,014713808;0,010763371;-0,002040642
1332,571;0,005346825;0,008359615;0,020252334;0,019717996;0,015695097;0,021366529;0,021884798;0,014754919;0,010737422;-0,002017004
1332,812;0,005349007;0,008406428;0,020294775;0,019782125;0,015826865;0,021318337;0,021951244;0,014793474;0,010694695;-0,002040464
1333,053;0,005335449;0,008464362;0,020358111;0,019851336;0,015915566;0,021277103;0,022019478;0,014833491;0,010643526;-0,002109956
1333,294;0,00531215;0,008527059;0,020440813;0,019920304;0,01595316;0,021255046;0,02209654;0,014873899;0,010592077;-0,002217612
1333,535;0,005290931;0,008588907;0,020541231;0,01998495;0,015945836;0,021263366;0,022187529;0,01491053;0,010548161;-0,00234936
1333,776;0,005284992;0,008646158;0,020656475;0,020043972;0,015911885;0,021309719;0,022292507;0,014937812;0,01051709;-0,002485362
1334,017;0,005303653;0,00869769;0,020782246;0,020098977;0,015875297;0,021396346;0,022405212;0,014952916;0,01050317;-0,002603508
1334,258;0,005348693;0,008745435;0,020912022;0,020152704;0,015857671;0,021520119;0,022513626;0,014956432;0,01050768;-0,002683096
1334,499;0,005414633;0,008794261;0,021036065;0,020207839;0,015871878;0,0216712;0,022603657;0,01495435;0,010530499;-0,002709678
1334,74;0,005491942;0,00885177;0,021143764;0,020264427;0,015918698;0,02183573;0,022664367;0,01495552;0,010569747;-0,002679122
1334,981;0,005572071;0,00892586;0,021225269;0,020320005;0,015989111;0,021997569;0,022692625;0,014969423;0,010622139;-0,00259847
1335,222;0,0056512;0,009022653;0,02127497;0,020370936;0,016068727;0,02214215;0,022694581;0,015003677;0,010683466;-0,002483932
1335,463;0,005731718;0,009143267;0,021293958;0,020414164;0,016143606;0,022258988;0,022683875;0,015061393;0,010749339;-0,002357836
1335,704;0,005820266;0,009281994;0,021290832;0,020449465;0,016204887;0,022344226;0,022677777;0,015140272;0,010815409;-0,002243234
1335,945;0,005922263;0,009426262;0,021278803;0,020480555;0,016249252;0,022400693;0,022690198;0,015233352;0,010877585;-0,002159365
1336,186;0,00603755;0,009559113;0,021272811;0,020513681;0,0162787;0,022435593;0,022726537;0,015331095;0,010933005;-0,002117729
1336,427;0,006157277;0,009663195;0,021284825;0,020555662;0,01629624;0,022459035;0,022782064;0,015424221;0,010979729;-0,002122707
1336,668;0,006265023;0,00972621;0,021320676;0,020609879;0,016304534;0,022480423;0,022843;0,015505688;0,011017221;-0,002171678
1336,91;0,0063421;0,009743573;0,021379972;0,020674814;0,01630425;0,022506017;0,022892127;0,01557275;0,011046708;-0,002258657
1337,151;0,006373745;0,009720271;0,021456746;0,020742685;0,01629512;0,022538009;0,02291423;0,015626992;0,011070917;-0,002376094
1337,392;0,00635546;0,009669092;0,021543736;0,020802492;0,016278733;0,022575618;0,022901411;0,015673547;0,011094468;-0,002515955
1337,633;0,006294494;0,009606614;0,021635234;0,020843621;0,01626018;0,022616394;0,02285482;0,015719284;0,011122294;-0,002669679
1337,874;0,006208497;0,009549499;0,021727289;0,020859003;0,016248119;0,022656635;0,022783799;0,015769984;0,011158715;-0,002825816
1338,115;0,0061189;0,009511965;0,02181799;0,020848362;0,016253482;0,022693175;0,022702975;0,015829136;0,011205056;-0,002970296
1338,356;0,006045222;0,009502823;0,021905619;0,020818251;0,016285358;0,022723331;0,022629821;0,015896421;0,011259431;-0,00308613
1338,597;0,005998594;0,009526794;0,021987385;0,020780946;0,016349138;0,022745227;0,022581476;0,015967838;0,011316025;-0,003156557
1338,838;0,005980195;0,009583786;0,022059308;0,020749622;0,016443191;0,022758325;0,022572859;0,016037058;0,011367257;-0,003168878
1339,079;0,005983175;0,009670011;0,022117419;0,020736464;0,016560598;0,022764808;0,022615391;0,016097081;0,011405403;-0,003117311
1339,32;0,005996615;0,009777967;0,022159746;0,020748226;0,016690967;0,022770302;0,022713902;0,016142467;0,011426662;-0,003005738
1339,561;0,006011824;0,009896546;0,022188251;0,020786085;0,016823471;0,022784227;0,022865821;0,016171335;0,011431555;-0,002846819
1339,802;0,006026392;0,010011946;0,022207744;0,020845689;0,016949978;0,022819496;0,02305935;0,016186006;0,011425986;-0,002659332
1340,043;0,006044279;0,010109249;0,022225724;0,020919224;0,017065639;0,022888583;0,023274218;0,016192601;0,011419131;-0,002464569
1340,284;0,006074046;0,010176153;0,022248731;0,020996386;0,017168693;0,023001519;0,023485755;0,016198908;0,011420876;-0,00228225
1340,525;0,006123673;0,010205859;0,022280497;0,021067502;0,017258251;0,023160089;0,023670261;0,016212518;0,011437537;-0,002129053
1340,766;0,006197358;0,010199958;0,022320559;0,021124596;0,017333512;0,023356961;0,023811826;0,016238081;0,011471418;-0,00201679
1341,008;0,006292197;0,010167885;0,022366092;0,021162752;0,017393823;0,023575378;0,023906307;0,016275575;0,011519256;-0,001953556
1341,249;0,006398721;0,010123797;0,02241336;0,021181552;0,017438241;0,023791881;0,023961111;0,016321094;0,011575064;-0,001943569
1341,49;0,006504274;0,010083432;0,022460985;0,021185042;0,017468294;0,023981896;0,023991553;0,016368556;0,01163279;-0,001987456
1341,731;0,006595896;0,010058078;0,022510539;0,02118133;0,01748863;0,024123527;0,024014685;0,016411461;0,011688411;-0,002081907
1341,972;0,006663818;0,010053287;0,02256649;0,021181002;0,01750597;0,024201487;0,024041856;0,0164455;0,011740999;-0,002218931
1342,213;0,006702719;0,010067737;0,022633;0,021193884;0,017528765;0,024209951;0,024076876;0,016469512;0,011792674;-0,002385378
1342,454;0,006712949;0,01009575;0,022713627;0,021227912;0,017564283;0,024152795;0,024115686;0,016485937;0,011848079;-0,002563249
1342,695;0,006698818;0,010130564;0,022807873;0,021286975;0,017616925;0,024043776;0,024151525;0,016499495;0,011912217;-0,002731543
1342,936;0,006667026;0,010167011;0,022912396;0,021370683;0,017686621;0,023904055;0,024180854;0,016516187;0,011989695;-0,00287026
1343,177;0,006625063;0,010202929;0,023021028;0,021475714;0,017769341;0,023760211;0,024206422;0,016541312;0,012083226;-0,002963561
1343,418;0,0065798;0,01023884;0,023126099;0,021596676;0,017858305;0,023639435;0,02423766;0,016578001;0,012193444;-0,003002245
1343,659;0,006537315;0,010276952;0,023220047;0,021728613;0,017945543;0,023566802;0,024286687;0,016627503;0,012317886;-0,002985663
1343,9;0,00650258;0,010319207;0,023295684;0,021866892;0,018024735;0,023559736;0,024362634;0,016689099;0,012450496;-0,002921274
1344,141;0,006479754;0,010366253;0,023347019;0,022006726;0,018090882;0,02362578;0,024466771;0,016760729;0,01258224;-0,002822579
1344,382;0,006472156;0,010418782;0,023369233;0,022141523;0,018141972;0,023759291;0,024590908;0,016839412;0,012701587;-0,002707486
1344,623;0,006481068;0,010476933;0,023360176;0,022262602;0,018177667;0,023942891;0,024718804;0,016920428;0,012797123;-0,002595518
1344,865;0,006506364;0,010541441;0,023321613;0,022358826;0,018198868;0,024150184;0,024832493;0,016998651;0,012859011;-0,002506077
1345,106;0,006544974;0,010612016;0,023259542;0,02241919;0,018207591;0,024349137;0,024916689;0,017067395;0,012882763;-0,002456005
1345,347;0,006591673;0,010686262;0,02318531;0,022436438;0,018206869;0,024511734;0,024963835;0,017120423;0,012869545;-0,002458117
1345,588;0,006640691;0,010758011;0,023113397;0,022410322;0,018199881;0,024617318;0,02497457;0,017153444;0,012827024;-0,002518292
1345,829;0,006686787;0,010817951;0,023058182;0,022349297;0,018191467;0,024658074;0,024955626;0,01716632;0,01276682;-0,002634291
1346,07;0,006727683;0,010856284;0,023031927;0,022269908;0,018186128;0,02463868;0,024916842;0,017163469;0,012701187;-0,002793963
1346,311;0,006764408;0,010865649;0,02304084;0,022193734;0,018188553;0,024573682;0,024868198;0,017154142;0,012640465;-0,002976859
1346,552;0,006800821;0,010846406;0,023085573;0,02214216;0,018202143;0,024483787;0,024818673;0,017150339;0,012591181;-0,003156368
1346,793;0,006842494;0,010807224;0,023160954;0,022131651;0,018228777;0,024389838;0,02477523;0,01716314;0,012554936;-0,00330398
1347,034;0,006894455;0,010764215;0,023259795;0,022170813;0,018268546;0,024309398;0,024744386;0,017199286;0,01253129;-0,003394486
1347,275;0,006958685;0,010735628;0,023374565;0,022258222;0,018320299;0,024253784;0,024730472;0,017259295;0,012519358;-0,003409866
1347,516;0,007034034;0,010735222;0,023499774;0,022384954;0,018381718;0,024229507;0,024736309;0,017337329;0,012519146;-0,003343239
1347,757;0,007115682;0,010767849;0,023632082;0,022536515;0,01845061;0,024238598;0,024760556;0,017423146;0,012533145;-0,003198975
1347,998;0,007198519;0,010826758;0,02376992;0,022695127;0,018524118;0,02428066;0,024798574;0,017506378;0,012564208;-0,002992755
1348,239;0,007277634;0,010897349;0,023912557;0,022842723;0,01860036;0,024353691;0,024843352;0,017579724;0,012614031;-0,002748549
1348,48;0,007351849;0,010962742;0,024057814;0,02296193;0,018676037;0,02445488;0,02488904;0,017641015;0,012680897;-0,002496126
1348,721;0,007423132;0,011011507;0,02420331;0,023038714;0,018747639;0,024578314;0,024933539;0,01769262;0,012759038;-0,002267017
1348,963;0,007495;0,011041539;0,024345195;0,023063198;0,018811284;0,02471601;0,024980536;0,017740097;0,012839374;-0,002090085
1349,203;0,007570894;0,011061572;0,02447906;0,023032526;0,018862498;0,024857985;0,025037408;0,017788142;0,012912115;-0,001988469
1349,445;0,00765035;0,011086369;0,024600544;0,022953592;0,018899071;0,024994667;0,025114296;0,017840228;0,01297035;-0,001974314
1349,686;0,007728908;0,011131101;0,024703768;0,022841936;0,018919633;0,025117939;0,025216217;0,017895071;0,013010455;-0,002048279
1349,927;0,007797455;0,011203696;0,024782862;0,022721217;0,018925939;0,025224321;0,025342689;0,017950447;0,013034634;-0,002198697
1350,168;0,007844481;0,011301903;0,024831846;0,022618637;0,01892188;0,025316053;0,025485551;0,018003669;0,013048263;-0,002403599
1350,409;0,007860025;0,011413662;0,02484665;0,022559261;0,018912517;0,025398665;0,025632154;0,018054045;0,013058599;-0,002635394
1350,65;0,007838468;0,011520773;0,024827854;0,02256018;0,018903138;0,025480401;0,025770338;0,018103146;0,013070537;-0,002866013
1350,891;0,00778067;0,011604576;0,024782058;0,02262622;0,018898345;0,025567525;0,025892953;0,018154291;0,01308613;-0,003071846
1351,132;0,00769414;0,011651201;0,024722141;0,022750167;0,018900796;0,025662882;0,025999759;0,018210322;0,013104354;-0,003237212
1351,373;0,007591089;0,011653969;0,024665305;0,022914333;0,018912123;0,025765125;0,026096236;0,018271827;0,013121379;-0,003354832
1351,614;0,007485636;0,011615078;0,02462946;0,023096111;0,018933446;0,025869163;0,026189014;0,018337377;0,013134171;-0,003423955
1351,855;0,007390962;0,011541729;0,024627744;0,023273313;0,018966093;0,025968859;0,026281822;0,018404041;0,013141837;-0,003447422
1352,096;0,007316797;0,011445832;0,024665869;0,023428944;0,019012416;0,026059243;0,026371292;0,018469811;0,013146872;-0,003428693
1352,337;0,00726907;0,011340627;0,024739904;0,023553709;0,019075334;0,02613832;0,026448733;0,018535426;0,013155385;-0,003370737
1352,578;0,007249892;0,011239514;0,024838719;0,023645716;0,019156737;0,026207756;0,026502225;0,018604245;0,013174557;-0,003276585
1352,819;0,007259292;0,011154894;0,024947285;0,023708436;0,019256176;0,026270931;0,026522909;0,01868095;0,013210865;-0,003152236
1353,06;0,007295291;0,011097325;0,025051342;0,023748219;0,01936938;0,026332044;0,026508243;0,01876869;0,0132678;-0,003008781
1353,302;0,007355366;0,011073223;0,025141542;0,023771406;0,019487694;0,026393346;0,026465352;0,018865888;0,013342863;-0,002863463
1353,543;0,007435832;0,011084208;0,025213569;0,023782387;0,019599489;0,026454806;0,026407529;0,018964557;0,013427658;-0,002737825
1353,784;0,007531766;0,011125976;0,025270027;0,023783279;0,019692679;0,026515194;0,026352237;0,019052302;0,013510614;-0,002653681
1354,025;0,007636199;0,011188685;0,025316436;0,023775172;0,019758066;0,026570941;0,026315267;0,019116202;0,013578324;-0,002626941
1354,266;0,00774042;0,011259876;0,025360935;0,023758702;0,019791517;0,026618198;0,026307318;0,019146708;0,013619695;-0,002663804
1354,507;0,00783477;0,0113276;0,025412126;0,02373632;0,019795455;0,02665325;0,02633142;0,019143099;0,013628945;-0,002757221
1354,748;0,007910878;0,011384095;0,025477087;0,023712489;0,019778818;0,026671479;0,026383734;0,019114045;0,013607307;-0,002888811
1354,989;0,007962494;0,011426033;0,025561539;0,023693943;0,019754127;0,026668621;0,02645452;0,019075816;0,013563715;-0,003033526
1355,23;0,007989179;0,011457212;0,025668193;0,023687417;0,019734041;0,026640101;0,026531317;0,019048053;0,013511795;-0,003166253
1355,471;0,007995513;0,011484134;0,025795677;0,023698245;0,019729022;0,026584062;0,026601426;0,019046545;0,013466971;-0,003267255
1355,712;0,007990984;0,011514288;0,025937633;0,023728023;0,019744448;0,02650231;0,026655507;0,019079993;0,013442343;-0,00332685
1355,953;0,007987774;0,011553113;0,026083869;0,023773164;0,01978147;0,026403444;0,026689789;0,019147597;0,013446283;-0,003344209
1356,194;0,007997692;0,011603331;0,026221377;0,023826346;0,019838318;0,026302944;0,026707654;0,019239786;0,013481037;-0,003325392
1356,435;0,008029269;0,011664561;0,026338577;0,023878415;0,019911852;0,026222478;0,02672025;0,019342211;0,013542691;-0,003278358
1356,676;0,008084184;0,011734522;0,026427208;0,023922581;0,019999461;0,026184805;0,026744457;0,019440221;0,013623968;-0,003210418
1356,917;0,008158087;0,011810506;0,02648642;0,023958341;0,020099957;0,026210108;0,026798047;0,019522837;0,013715754;-0,003126202
1357,158;0,008239839;0,011888112;0,026521403;0,023993299;0,020212689;0,026309146;0,026894989;0,019584619;0,013810267;-0,003028459
1357,4;0,008315888;0,011962694;0,026541815;0,024041798;0,020336107;0,02648043;0,027039031;0,019626305;0,013902653;-0,002920913
1357,641;0,008373386;0,012027414;0,026556702;0,024119748;0,02046596;0,026708977;0,027222086;0,019652578;0,01399093;-0,002810828
1357,882;0,008403712;0,012074226;0,02657213;0,02423938;0,02059528;0,026970297;0,027424784;0,019671068;0,014076289;-0,002710337
1358,123;0,008404726;0,01209566;0,026587799;0,024401738;0,020714596;0,027234825;0,027621953;0,019689873;0,014161189;-0,002635549
1358,364;0,008381139;0,012086626;0,026598251;0,024595224;0,020813548;0,027474523;0,027789715;0,019714754;0,014248099;-0,002603525
1358,605;0,00834236;0,012047224;0,026596174;0,02479673;0,020883477;0,027668196;0,027912249;0,019749731;0,014338097;-0,002626715
1358,846;0,008299949;0,011984954;0,026576029;0,024978848;0,020919832;0,027804931;0,027986535;0,019795944;0,014430064;-0,002709298
1359,087;0,008265246;0,011913676;0,026537857;0,025118474;0,020923473;0,027884079;0,028021344;0,019852503;0,014520412;-0,002844116
1359,328;0,008246252;0,01185039;0,026488686;0,025203314;0,02090025;0,027913688;0,028033205;0,019916968;0,014603882;-0,003013257
1359,569;0,008248085;0,011812336;0,026441317;0,025236293;0,020859954;0,027906544;0,028039258;0,019986959;0,014674904;-0,003190771
1359,81;0,008272627;0,011812594;0,02641125;0,025231932;0,020814034;0,027876994;0,028052563;0,020059827;0,014729422;-0,00334865
1360,051;0,008318976;0,011857894;0,026412086;0,025210891;0,02077375;0,027838307;0,028078231;0,020134641;0,014765718;-0,003461132
1360,292;0,008384784;0,011946787;0,026453923;0,025192599;0,020748093;0,027801612;0,028113902;0,020210541;0,01478598;-0,003510439
1360,533;0,00846608;0,012072191;0,026540093;0,025188953;0,020742843;0,027774907;0,028153435;0,020286917;0,014796405;-0,003489329
1360,774;0,008556734;0,012221858;0,026667836;0,025202746;0,020760779;0,027763922;0,028189811;0,02036296;0,01480499;-0,003402532
1361,015;0,008649376;0,012381996;0,0268279;0,025229502;0,020801312;0,027771705;0,028219309;0,020436969;0,014820231;-0,00326412
1361,256;0,008736166;0,012539556;0,027008468;0,025263372;0,020861261;0,02779963;0,02824168;0,020506045;0,014846718;-0,003094711
1361,498;0,008809514;0,012683192;0,027196338;0,025301859;0,020937073;0,02784773;0,028260396;0,020567281;0,014885247;-0,002916159
1361,739;0,00886429;0,012802957;0,027379899;0,025347441;0,021024205;0,027914416;0,028279392;0,02061879;0,01493191;-0,002747118
1361,98;0,008898804;0,012891204;0,027551134;0,025407657;0,021119404;0,027997456;0,028302641;0,020660905;0,01498111;-0,002602111
1362,221;0,008914576;0,012942262;0,027705391;0,0254892;0,02121946;0,028093902;0,028333093;0,020696166;0,015028167;-0,002490667
