Wavenumber [cm^-1];3 min;30 min;60 min;90 min;120 min;150 min;180 min;300 min;360 min;1800 min
1861,453;-0,001907472;9,01E-04;-0,001091825;-0,001283397;0,001011509;-0,003781681;0,004725949;2,05E-05;-0,001841922;-2,77E-04
1861,694;-0,001720845;0,001160912;-0,001284903;-0,001339094;7,42E-04;-0,003475605;0,004898098;-3,08E-05;-0,001503797;2,81E-06
1861,935;-0,001521389;0,001442996;-0,001636885;-0,001451693;4,09E-04;-0,00318151;0,005049943;-6,93E-06;-0,001204931;2,35E-04
1862,176;-0,001353373;0,001696384;-0,002109762;-0,001603184;6,89E-05;-0,002931866;0,005144188;6,76E-05;-0,001007442;3,88E-04
1862,417;-0,001245319;0,001886825;-0,002624913;-0,001755768;-2,28E-04;-0,002755273;0,005140393;1,37E-04;-9,53E-04;4,35E-04
1862,658;-0,001202895;0,002002811;-0,003079369;-0,001866653;-4,47E-04;-0,002668341;0,005008087;1,36E-04;-0,001050811;3,65E-04
1862,899;-0,001210111;0,00204999;-0,003374105;-0,00190331;-5,69E-04;-0,00267066;0,004740616;1,72E-05;-0,00127796;1,90E-04
1863,14;-0,001240319;0,002042212;-0,003440913;-0,001855399;-5,91E-04;-0,002745591;0,004358958;-2,32E-04;-0,001583221;-5,25E-05
1863,381;-0,001269977;0,001993069;-0,003262424;-0,00173663;-5,19E-04;-0,002865592;0,003907997;-5,80E-04;-0,001903594;-3,03E-04
1863,622;-0,001288385;0,001910369;-0,002875437;-0,001579833;-3,61E-04;-0,003002364;0,003444432;-9,65E-04;-0,002182753;-4,95E-04
1863,863;-0,001299355;0,001798133;-0,002357637;-0,001422148;-1,32E-04;-0,003137298;0,003024818;-0,001314917;-0,00238497;-5,76E-04
1864,104;-0,001315294;0,001659791;-0,00180391;-0,001292034;1,49E-04;-0,003263553;0,002692271;-0,001572934;-0,002503641;-5,24E-04
1864,345;-0,001345905;0,001502273;-0,001299857;-0,001200823;4,55E-04;-0,003388889;0,002473363;-0,001712652;-0,00255748;-3,55E-04
1864,586;-0,001390616;0,001334308;-9,04E-04;-0,001143184;7,46E-04;-0,003527836;0,002377987;-0,001740823;-0,002580887;-1,13E-04
1864,827;-0,001435238;0,001164598;-6,38E-04;-0,001106697;9,85E-04;-0,003694885;0,002403046;-0,001688797;-0,002607165;1,41E-04
1865,068;-0,001457951;9,96E-04;-5,00E-04;-0,001080992;0,001137441;-0,003899345;0,002536362;-0,001596713;-0,002657672;3,55E-04
1865,309;-0,001440584;8,27E-04;-4,68E-04;-0,00106833;0,001187459;-0,004141706;0,002758953;-0,001499832;-0,002734622;5,01E-04
1865,551;-0,001379583;6,52E-04;-5,21E-04;-0,001085011;0,001141349;-0,004414586;0,003044013;-0,001420444;-0,002824494;5,78E-04
1865,792;-0,001292717;4,69E-04;-6,43E-04;-0,001155733;0,001026098;-0,00470447;0,003358688;-0,001368168;-0,002906227;6,05E-04
1866,033;-0,001213622;2,86E-04;-8,24E-04;-0,001302326;8,78E-04;-0,004992525;0,003666058;-0,001343784;-0,002962368;6,09E-04
1866,274;-0,001181778;1,24E-04;-0,001055854;-0,001531051;7,29E-04;-0,005257481;0,003932601;-0,001344262;-0,002987508;6,01E-04
1866,515;-0,001226384;1,27E-05;-0,001322364;-0,001826579;5,99E-04;-0,005472779;0,004134331;-0,001365003;-0,002991094;5,74E-04
1866,756;-0,001355041;-2,44E-05;-0,001601497;-0,002152168;4,86E-04;-0,005611629;0,00426419;-0,001400147;-0,002989077;5,05E-04
1866,997;-0,001549169;2,11E-05;-0,001867119;-0,00245889;3,75E-04;-0,005650429;0,004331902;-0,001440393;-0,002998526;3,70E-04
1867,238;-0,001769627;1,34E-04;-0,002098403;-0,002700554;2,50E-04;-0,005575182;0,004360187;-0,001473742;-0,003026506;1,63E-04
1867,479;-0,001970985;2,73E-04;-0,002285896;-0,00284442;1,05E-04;-0,005390205;0,004373777;-0,001489503;-0,003068604;-9,41E-05
1867,72;-0,002117005;3,91E-04;-0,002434404;-0,002882668;-4,87E-05;-0,005120421;0,004390757;-0,001484058;-0,003109098;-3,48E-04
1867,961;-0,002192304;4,42E-04;-0,002557698;-0,002828509;-1,87E-04;-0,004808668;0,004413872;-0,001464504;-0,003129376;-5,29E-04
1868,202;-0,002206825;4,04E-04;-0,002667027;-0,002710901;-2,78E-04;-0,004508676;0,004431643;-0,001448964;-0,003114685;-5,73E-04
1868,443;-0,002192716;2,83E-04;-0,002762945;-0,002561996;-2,99E-04;-0,004270656;0,004424665;-0,001460536;-0,003059849;-4,47E-04
1868,684;-0,002191407;1,10E-04;-0,002830081;-0,002407773;-2,48E-04;-0,004128418;0,004374074;-0,00151568;-0,002969081;-1,57E-04
1868,925;-0,002239389;-6,92E-05;-0,002844889;-0,002260932;-1,40E-04;-0,004092441;0,004272935;-0,001614848;-0,002852562;2,43E-04
1869,166;-0,002355237;-2,18E-04;-0,002790257;-0,002122154;-9,89E-06;-0,004148766;0,004130734;-0,001737028;-0,002724108;6,75E-04
1869,407;-0,002532671;-3,18E-04;-0,002672411;-0,001985897;1,10E-04;-0,004269732;0,003971371;-0,00184599;-0,00259558;0,001053917
1869,648;-0,002741524;-3,75E-04;-0,002526062;-0,001850233;1,96E-04;-0,004426311;0,00382443;-0,001903516;-0,002478489;0,001319289
1869,89;-0,002937818;-4,06E-04;-0,002405998;-0,001719763;2,48E-04;-0,004598766;0,003714261;-0,001882945;-0,002385746;0,00144434
1870,131;-0,003075061;-4,29E-04;-0,002368107;-0,001607503;2,83E-04;-0,004777408;0,003656745;-0,001779206;-0,002331328;0,001434814
1870,372;-0,003117002;-4,50E-04;-0,002446644;-0,001527566;3,29E-04;-0,004956161;0,003654594;-0,001606449;-0,002329463;0,001318205
1870,613;-0,00304557;-4,61E-04;-0,002643166;-0,001491621;4,11E-04;-0,005124806;0,003701588;-0,001391466;-0,002389041;0,001126521
1870,854;-0,002866091;-4,47E-04;-0,002922746;-0,001503159;5,45E-04;-0,005262553;0,003784205;-0,001165005;-0,002509149;8,86E-04
1871,095;-0,002607558;-3,94E-04;-0,003229104;-0,001557018;7,30E-04;-0,005339472;0,003884797;-9,54E-04;-0,002673715;6,15E-04
1871,336;-0,00231739;-2,97E-04;-0,003501018;-0,00163993;9,49E-04;-0,005322843;0,003981446;-7,79E-04;-0,002853918;3,26E-04
1871,577;-0,002049351;-1,62E-04;-0,003693245;-0,001733695;0,001174525;-0,005190575;0,00405147;-6,52E-04;-0,0030138;3,20E-05
1871,818;-0,001848839;-8,33E-07;-0,003787351;-0,001818361;0,001377566;-0,00493959;0,00407422;-5,81E-04;-0,003122272;-2,52E-04
1872,059;-0,001739658;1,83E-04;-0,003792681;-0,00187506;0,001531679;-0,004591906;0,004036174;-5,70E-04;-0,003167389;-5,04E-04
1872,3;-0,001717307;3,93E-04;-0,003735779;-0,001887812;0,00161942;-0,004188904;0,00393675;-6,16E-04;-0,003162744;-7,04E-04
1872,541;-0,001751276;6,45E-04;-0,003644917;-0,001844106;0,001632669;-0,003781714;0,003788635;-7,11E-04;-0,003143854;-8,34E-04
1872,782;-0,001798966;9,53E-04;-0,003539151;-0,001736902;0,001572643;-0,003418197;0,00361777;-8,35E-04;-0,003156851;-8,87E-04
1873,023;-0,001821346;0,001317618;-0,003426785;-0,001566321;0,001448595;-0,003133601;0,003456349;-9,60E-04;-0,003240129;-8,64E-04
1873,264;-0,001799177;0,001710659;-0,003310644;-0,001343212;0,001277045;-0,002947707;0,00333405;-0,001052346;-0,00340564;-7,77E-04
1873,505;-0,001738588;0,002078464;-0,003195657;-0,001093535;0,001079597;-0,002866855;0,003269626;-0,001083477;-0,003632805;-6,41E-04
1873,746;-0,00166662;0,002351843;-0,003095442;-8,54E-04;8,82E-04;-0,002887646;0,003267147;-0,001036711;-0,003871468;-4,77E-04
1873,988;-0,001616369;0,002468805;-0,00302818;-6,73E-04;7,07E-04;-0,003001922;0,003318534;-9,14E-04;-0,00405683;-3,01E-04
1874,229;-0,001610181;0,002396712;-0,00300552;-5,94E-04;5,77E-04;-0,003197176;0,003407957;-7,35E-04;-0,004133347;-1,28E-04
1874,47;-0,001644974;0,002147264;-0,003023027;-6,53E-04;5,02E-04;-0,003454633;0,003520764;-5,30E-04;-0,004070803;3,31E-05
1874,711;-0,001691798;0,001776141;-0,003054446;-8,64E-04;4,86E-04;-0,003747041;0,0036479;-3,35E-04;-0,003875698;1,78E-04
1874,952;-0,001706991;0,001365681;-0,003056732;-0,001220238;5,24E-04;-0,004038112;0,003786251;-1,79E-04;-0,003587335;3,07E-04
1875,193;-0,001652656;0,001000216;-0,00298743;-0,001688449;6,10E-04;-0,004286125;0,003933133;-8,21E-05;-0,003266268;4,27E-04
1875,434;-0,0015163;7,37E-04;-0,002821315;-0,002221502;7,33E-04;-0,004454431;0,004080538;-5,68E-05;-0,002973727;5,43E-04
1875,675;-0,001323105;5,91E-04;-0,002566866;-0,002766418;8,86E-04;-0,004519228;0,004211548;-1,07E-04;-0,002755437;6,58E-04
1875,916;-0,00113139;5,27E-04;-0,00226665;-0,003273176;0,001064217;-0,004479158;0,004302463;-2,33E-04;-0,002631991;7,69E-04
1876,157;-0,001013716;4,76E-04;-0,001985613;-0,003702597;0,001258922;-0,00435597;0,004330499;-4,31E-04;-0,002596743;8,66E-04
1876,398;-0,001029062;3,59E-04;-0,001789323;-0,004029841;0,001458004;-0,004190635;0,004282083;-6,89E-04;-0,002625092;9,36E-04
1876,639;-0,001199509;1,14E-04;-0,001722649;-0,004241347;0,00164158;-0,004033112;0,004160329;-9,90E-04;-0,002684629;9,68E-04
1876,88;-0,001496805;-2,85E-04;-0,001797613;-0,004332516;0,001783913;-0,003932341;0,003986678;-0,001306769;-0,002747871;9,64E-04
1877,121;-0,001849553;-8,16E-04;-0,001992903;-0,004305477;0,001857412;-0,003925282;0,003794229;-0,001611456;-0,002797949;9,35E-04
1877,362;-0,002164218;-0,001411492;-0,002265086;-0,004167411;0,001841195;-0,004031816;0,003616202;-0,001877386;-0,002828191;9,04E-04
1877,603;-0,002356161;-0,001977084;-0,002565472;-0,003930488;0,001727511;-0,004250893;0,003476091;-0,00208845;-0,002841058;8,93E-04
1877,844;-0,002378078;-0,00241452;-0,00285332;-0,003613427;0,001529479;-0,004561201;0,00338066;-0,002241866;-0,002839636;9,15E-04
1878,086;-0,002233734;-0,002645655;-0,003103285;-0,003241827;0,001279238;-0,004924234;0,003320849;-0,002346594;-0,002826121;9,66E-04
1878,327;-0,001976031;-0,002631473;-0,003304491;-0,002846082;0,001023515;-0,005289458;0,003278632;-0,002414987;-0,002796783;0,001018634
1878,568;-0,0016877;-0,002381756;-0,003453783;-0,002459779;8,13E-04;-0,005601874;0,003236044;-0,002456374;-0,00274559;0,001039009
1878,809;-0,001455389;-0,001951825;-0,003550798;-0,002114699;6,91E-04;-0,005814122;0,003183435;-0,002469773;-0,002666285;9,97E-04
1879,05;-0,001344919;-0,00142879;-0,003595345;-0,001837031;6,82E-04;-0,005895893;0,003121928;-0,002444766;-0,002560577;8,85E-04
1879,291;-0,001384179;-9,09E-04;-0,003590193;-0,001641996;7,87E-04;-0,005845757;0,003062431;-0,002365562;-0,002437606;7,28E-04
1879,532;-0,001564009;-4,76E-04;-0,003541003;-0,001531884;9,81E-04;-0,005694494;0,003019365;-0,002221681;-0,002319271;5,77E-04
1879,773;-0,00184463;-1,80E-04;-0,0034582;-0,001496185;0,001219669;-0,005497683;0,003006656;-0,002014104;-0,002235919;4,95E-04
1880,014;-0,002174526;-3,24E-05;-0,003351157;-0,001514538;0,001450053;-0,005323504;0,003033534;-0,00176036;-0,002219162;5,35E-04
1880,255;-0,002504068;-8,90E-06;-0,003224;-0,001561914;0,0016198;-0,005230688;0,003103784;-0,0014897;-0,00229498;7,17E-04
1880,496;-0,002796519;-6,46E-05;-0,003071327;-0,001616563;0,001688747;-0,005250665;0,003215679;-0,001238293;-0,002472427;0,00101836
1880,737;-0,003031365;-1,55E-04;-0,002882156;-0,001663615;0,001634892;-0,005377015;0,003361908;-0,001038989;-0,002739286;0,00138072
1880,978;-0,003203034;-2,48E-04;-0,002647716;-0,001697899;0,001460153;-0,005567317;0,003527748;-9,16E-04;-0,003059354;0,001725866
1881,219;-0,003316518;-3,37E-04;-0,002374082;-0,001721946;0,001188699;-0,005755823;0,003689728;-8,81E-04;-0,003378381;0,001981348
1881,46;-0,003383538;-4,31E-04;-0,002087977;-0,001740526;8,64E-04;-0,00587499;0,003816426;-9,34E-04;-0,003634184;0,002101886
1881,701;-0,003419902;-5,49E-04;-0,001836143;-0,001754369;5,43E-04;-0,005877391;0,003872994;-0,001070588;-0,00377266;0,002079401
1881,942;-0,003442927;-7,02E-04;-0,001672659;-0,001757844;2,84E-04;-0,005750105;0,003830792;-0,001278301;-0,003761763;0,001940512
1882,183;-0,003467293;-8,87E-04;-0,001641175;-0,001739463;1,36E-04;-0,005517731;0,003675715;-0,001544908;-0,003599815;0,001728948
1882,425;-0,003500844;-0,001080326;-0,001757744;-0,001689832;1,31E-04;-0,005233849;0,003418482;-0,001855894;-0,003317913;0,001489903
1882,666;-0,003540873;-0,001247712;-0,00200368;-0,001609386;2,71E-04;-0,004964211;0,003094852;-0,002195718;-0,002971713;0,001252982
1882,907;-0,003573172;-0,001353713;-0,00232897;-0,001514473;5,34E-04;-0,004767396;0,002760346;-0,002545725;-0,002629407;0,001028888
1883,148;-0,003573784;-0,001373859;-0,002668517;-0,001435832;8,70E-04;-0,004681264;0,00247896;-0,002886106;-0,002352668;8,12E-04
1883,389;-0,003517675;-0,001302051;-0,002959947;-0,001408695;0,001220942;-0,004712465;0,002307221;-0,00319587;-0,002181924;5,93E-04
1883,63;-0,003389738;-0,001151468;-0,003159908;-0,001457711;0,001527265;-0,004838488;0,002280901;-0,003454148;-0,002127035;3,66E-04
1883,871;-0,003193134;-9,49E-04;-0,003249396;-0,001583019;0,001745812;-0,005013145;0,002409092;-0,003639769;-0,002165164;1,41E-04
1884,112;-0,002951012;-7,24E-04;-0,00322896;-0,001754241;0,001853171;-0,005178715;0,002672827;-0,003734484;-0,002249474;-6,77E-05
1884,353;-0,002702714;-5,01E-04;-0,003108903;-0,001918015;0,001847425;-0,005278827;0,003032428;-0,003724282;-0,002324098;-2,37E-04
1884,594;-0,002489978;-2,92E-04;-0,002901607;-0,002016862;0,001740505;-0,005268423;0,003437477;-0,003605234;-0,002341419;-3,54E-04
1884,835;-0,002343553;-9,85E-05;-0,002620067;-0,002010373;0,001548157;-0,005124582;0,003836181;-0,00338802;-0,002278873;-4,13E-04
1885,076;-0,002270317;9,24E-05;-0,002282185;-0,001896296;0,001284393;-0,004849364;0,004183805;-0,003099779;-0,002145291;-4,24E-04
1885,317;-0,002252691;2,96E-04;-0,001917445;-0,001711762;9,58E-04;-0,004470469;0,004448307;-0,002783732;-0,001981809;-4,03E-04
1885,558;-0,002255549;5,29E-04;-0,001569696;-0,001522011;5,77E-04;-0,004034367;0,004612302;-0,002488189;-0,001848817;-3,69E-04
1885,799;-0,002242428;7,96E-04;-0,001290721;-0,001393363;1,59E-04;-0,003597089;0,004671902;-0,002256029;-0,00180926;-3,32E-04
1886,04;-0,002192645;0,001092695;-0,001126729;-0,001370879;-2,67E-04;-0,003213073;0,004634293;-0,002110873;-0,001908576;-2,91E-04
1886,281;-0,002110988;0,00139592;-0,001102484;-0,001460447;-6,55E-04;-0,002926891;0,004511871;-0,002050641;-0,002160388;-2,35E-04
1886,523;-0,002027513;0,001669517;-0,001211185;-0,001630705;-9,53E-04;-0,002767429;0,00431828;-0,002049248;-0,002540481;-1,46E-04
1886,764;-0,001986759;0,001867133;-0,001414801;-0,001830909;-0,00111201;-0,002746523;0,00406497;-0,002066063;-0,002993873;-9,98E-06
1887,005;-0,002026738;0,001945193;-0,001657905;-0,002014516;-0,001106542;-0,002862761;0,003761325;-0,002063951;-0,003447191;1,81E-04
1887,246;-0,002163792;0,001872938;-0,00188872;-0,002158346;-9,39E-04;-0,003103831;0,003416701;-0,002019964;-0,003832591;4,20E-04
1887,487;-0,002382029;0,001644538;-0,002078266;-0,00226917;-6,41E-04;-0,003450965;0,003048899;-0,0019358;-0,004103232;6,82E-04
1887,728;-0,002636129;0,001282313;-0,002230908;-0,002373476;-2,68E-04;-0,003876623;0,002689801;-0,00183101;-0,004244718;9,33E-04
1887,969;-0,002863981;8,36E-04;-0,00237968;-0,002498556;1,19E-04;-0,004342653;0,002386999;-0,001733504;-0,004270718;0,001128218
1888,21;-0,00300566;3,75E-04;-0,002570292;-0,002652689;4,63E-04;-0,004797717;0,002198362;-0,001664152;-0,004213161;0,00122759
1888,451;-0,003020579;-2,63E-05;-0,002842161;-0,002818075;7,19E-04;-0,005177445;0,002180715;-0,001628023;-0,004106086;0,001200708
1888,692;-0,002899027;-3,03E-04;-0,003210094;-0,002956414;8,57E-04;-0,005411516;0,002370014;-0,001612858;-0,003973052;0,001037842
1888,933;-0,002662852;-4,14E-04;-0,003658654;-0,003028686;8,66E-04;-0,00544099;0,002763528;-0,001597288;-0,00381876;7,54E-04
1889,174;-0,002359206;-3,49E-04;-0,004143834;-0,003015641;7,47E-04;-0,005235258;0,003310669;-0,001564791;-0,003633926;3,93E-04
1889,415;-0,002042533;-1,35E-04;-0,004610706;-0,00293157;5,21E-04;-0,004811719;0,003921532;-0,001516648;-0,003405213;1,64E-05
1889,656;-0,001760527;1,75E-04;-0,005009524;-0,002821371;2,21E-04;-0,004238264;0,00448944;-0,001475128;-0,003130201;-3,12E-04
1889,897;-0,001538279;5,17E-04;-0,005309584;-0,002740016;-1,02E-04;-0,003621182;0,004924123;-0,001477703;-0,002825069;-5,43E-04
1890,138;-0,001377006;8,33E-04;-0,005501027;-0,002725494;-3,92E-04;-0,003079314;0,005176925;-0,001560002;-0,002525204;-6,57E-04
1890,38;-0,001255414;0,001085118;-0,005589752;-0,002781671;-5,96E-04;-0,002712485;0,005251234;-0,001740839;-0,002272454;-6,61E-04
1890,62;-0,001141282;0,001263956;-0,005586685;-0,00287475;-6,72E-04;-0,002578169;0,005191395;-0,002011481;-0,002103793;-5,90E-04
1890,862;-0,001002109;0,001386012;-0,005503043;-0,002949193;-6,05E-04;-0,002683147;0,00506182;-0,002341516;-0,002037092;-4,85E-04
1891,103;-8,17E-04;0,001485076;-0,00535008;-0,002952334;-4,09E-04;-0,002985913;0,00492178;-0,00268751;-0,00207094;-3,88E-04
1891,344;-5,86E-04;0,001597286;-0,005144104;-0,002856178;-1,22E-04;-0,003413923;0,004808504;-0,003011558;-0,002185889;-3,29E-04
1891,585;-3,31E-04;0,001744981;-0,004912515;-0,002670805;2,02E-04;-0,003882536;0,004731417;-0,003292241;-0,002354949;-3,17E-04
1891,826;-9,28E-05;0,00192522;-0,004695687;-0,002437766;5,11E-04;-0,004315434;0,004678059;-0,003531067;-0,002552117;-3,40E-04
1892,067;7,75E-05;0,002104635;-0,004544067;-0,00221505;7,68E-04;-0,004662535;0,00462749;-0,003747498;-0,002758502;-3,69E-04
1892,308;1,39E-04;0,002229845;-0,004507914;-0,002056367;9,62E-04;-0,004904789;0,004563067;-0,003965762;-0,002963756;-3,69E-04
1892,549;7,16E-05;0,00224326;-0,004626778;-0,001992988;0,001100239;-0,005053488;0,00447833;-0,004198901;-0,003162459;-3,04E-04
1892,79;-1,10E-04;0,00210714;-0,004917387;-0,002029971;0,001198473;-0,00514045;0,004375182;-0,004438863;-0,00334832;-1,55E-04
1893,031;-3,61E-04;0,001821056;-0,005366515;-0,002148719;0,001268924;-0,005205816;0,004256715;-0,00465324;-0,003509255;7,46E-05
1893,272;-6,18E-04;0,001426256;-0,005931167;-0,002319939;0,001312714;-0,005284686;0,004120023;-0,004793601;-0,003629634;3,62E-04
1893,513;-8,23E-04;9,95E-04;-0,006544111;-0,002511133;0,001324895;-0,00539965;0,003955997;-0,004810536;-0,003694256;6,62E-04
1893,754;-9,39E-04;6,07E-04;-0,007123979;-0,002694731;0,001304818;-0,005557078;0,003752615;-0,004671035;-0,003694884;9,25E-04
1893,995;-9,73E-04;3,21E-04;-0,007589835;-0,002846071;0,001266144;-0,00574863;0,003506732;-0,004372628;-0,003635979;0,00110427
1894,236;-9,70E-04;1,56E-04;-0,007876225;-0,002945075;0,001242159;-0,005955345;0,003230194;-0,003948056;-0,003533279;0,001171869
1894,477;-9,94E-04;8,86E-05;-0,007945557;-0,002975143;0,001279516;-0,006153365;0,002953371;-0,003461137;-0,003412064;0,001127474
1894,719;-0,001104093;6,95E-05;-0,007796591;-0,002929938;0,001417625;-0,006319932;0,00271764;-0,002991056;-0,003295622;9,98E-04
1894,96;-0,00132124;4,92E-05;-0,007464675;-0,002817372;0,001669641;-0,006435979;0,002561875;-0,002611916;-0,003202041;8,32E-04
1895,201;-0,001613831;7,35E-06;-0,007013455;-0,002664249;0,002008515;-0,006489501;0,002510055;-0,00237244;-0,003138865;6,83E-04
1895,442;-0,001903035;-3,53E-05;-0,006521064;-0,002509941;0,002367478;-0,006475496;0,002562646;-0,002283468;-0,003105988;5,91E-04
1895,683;-0,00208924;-2,59E-05;-0,006064599;-0,002397765;0,002659824;-0,006396585;0,002697377;-0,002317111;-0,003101428;5,73E-04
1895,924;-0,002088551;9,44E-05;-0,005703071;-0,002357223;0,002807135;-0,006261389;0,002875467;-0,002417958;-0,003123323;6,15E-04
1896,165;-0,001866132;3,59E-04;-0,005472258;-0,002395095;0,002767765;-0,006084207;0,003055435;-0,002524509;-0,003172683;6,82E-04
1896,406;-0,001451749;7,52E-04;-0,005380976;-0,00249169;0,002552645;-0,005885288;0,003199979;-0,002589084;-0,003249513;7,28E-04
1896,647;-9,31E-04;0,001210015;-0,005416817;-0,002610088;0,002221297;-0,005688714;0,003280628;-0,002593684;-0,003343766;7,14E-04
1896,888;-4,18E-04;0,001638904;-0,005550603;-0,00270754;0,001863939;-0,005519054;0,003277951;-0,002552428;-0,003434083;6,19E-04
1897,129;-1,73E-05;0,001947829;-0,005742791;-0,002751196;0,001572414;-0,005395499;0,003184185;-0,002503686;-0,003486873;4,47E-04
1897,37;2,10E-04;0,002083269;-0,005945545;-0,002725155;0,001413573;-0,005325107;0,003001606;-0,002491649;-0,003466337;2,25E-04
1897,611;2,59E-04;0,002043394;-0,006108181;-0,002633027;0,001412437;-0,00529721;0,00274873;-0,002547826;-0,003347701;-1,19E-05
1897,852;1,82E-04;0,001873644;-0,006180089;-0,002490414;0,001548197;-0,005281727;0,002461872;-0,002675887;-0,003130753;-2,23E-04
1898,093;5,56E-05;0,00164104;-0,006121462;-0,002319323;0,001765952;-0,005234468;0,0021936;-0,002850763;-0,00284596;-3,77E-04
1898,334;-4,47E-05;0,001403181;-0,005912342;-0,002143937;0,001992591;-0,005107884;0,002002267;-0,003026213;-0,002552591;-4,55E-04
1898,575;-7,53E-05;0,001185088;-0,005561844;-0,001990593;0,00215573;-0,004866003;0,001938115;-0,003153748;-0,002319173;-4,55E-04
1898,817;-3,56E-05;9,74E-04;-0,005110367;-0,001891477;0,002199267;-0,00449729;0,002024114;-0,003195759;-0,002203223;-3,84E-04
1899,058;3,75E-05;7,39E-04;-0,004624627;-0,001884751;0,002088982;-0,004023518;0,002248411;-0,003137382;-0,002230448;-2,57E-04
1899,299;8,91E-05;4,53E-04;-0,004183166;-0,002006468;0,001819154;-0,003497611;0,00256373;-0,00298493;-0,002384583;-9,43E-05
1899,54;6,90E-05;1,20E-04;-0,003857767;-0,00227982;0,001408226;-0,002994088;0,002903053;-0,002758402;-0,002610084;7,79E-05
1899,781;-4,76E-05;-2,18E-04;-0,003696316;-0,002698535;8,97E-04;-0,00259136;0,003200872;-0,002479959;-0,002831629;2,35E-04
1900,022;-2,53E-04;-4,94E-04;-0,003714862;-0,003217143;3,41E-04;-0,002354526;0,003416888;-0,002168941;-0,002978433;3,52E-04
1900,263;-5,11E-04;-6,45E-04;-0,003897021;-0,003755625;-1,96E-04;-0,002320366;0,003547887;-0,001839616;-0,003008816;4,12E-04
1900,504;-7,66E-04;-6,36E-04;-0,004203753;-0,004215611;-6,55E-04;-0,002491602;0,003622691;-0,001508377;-0,002921744;4,05E-04
1900,745;-9,57E-04;-4,79E-04;-0,004585475;-0,004507101;-9,90E-04;-0,002839311;0,003687374;-0,001200811;-0,002754334;3,35E-04
1900,986;-0,001036586;-2,29E-04;-0,00499421;-0,004574794;-0,001171678;-0,003311465;0,003780685;-9,52E-04;-0,002564651;2,15E-04
2400,218;0,001540247;0,004685722;0,002757034;0,001393709;0,006134776;0,001631231;0,001443701;-7,20E-04;0,002162893;1,60E-04
2400,459;0,001565043;0,004697296;0,002742786;0,001219481;0,006105765;0,001660695;0,001282722;-4,83E-04;0,00217805;3,12E-04
2400,7;0,001530934;0,004736356;0,002822552;0,001048542;0,006059549;0,001656081;0,0010538;-1,89E-04;0,002234889;4,73E-04
2400,941;0,00144714;0,004785292;0,002977903;9,05E-04;0,006024521;0,00159915;7,91E-04;1,30E-04;0,002307406;6,29E-04
2401,182;0,001348312;0,004832853;0,003182038;8,02E-04;0,006021961;0,001480192;5,31E-04;4,56E-04;0,002358578;7,64E-04
2401,423;0,001279869;0,00487822;0,003405129;7,40E-04;0,006055644;0,001305678;3,02E-04;7,83E-04;0,002353266;8,59E-04
2401,664;0,001280312;0,004929792;0,003621509;7,10E-04;0,006112456;0,001101486;1,21E-04;0,001106421;0,002269769;8,97E-04
2401,905;0,00136383;0,004996521;0,003807453;6,90E-04;0,006165276;9,03E-04;-1,12E-05;0,001414329;0,002106142;8,66E-04
2402,146;0,001510283;0,005077894;0,003942689;6,59E-04;0,006183285;7,44E-04;-1,04E-04;0,001678884;0,00187992;7,61E-04
2402,387;0,001674722;0,005161423;0,004012158;5,97E-04;0,006140853;6,40E-04;-1,65E-04;0,001860615;0,001621405;5,95E-04
2402,628;0,001804866;0,005224658;0,004007519;5,03E-04;0,006026043;5,84E-04;-2,00E-04;0,001921513;0,00136402;3,91E-04
2402,869;0,001866635;0,005245578;0,003929623;3,86E-04;0,005840215;5,47E-04;-2,06E-04;0,001840927;0,00113852;1,87E-04
2403,111;0,001856148;0,00521387;0,003791373;2,73E-04;0,005597638;4,96E-04;-1,81E-04;0,001626143;9,65E-04;1,70E-05
2403,352;0,001802359;0,00513677;0,003615997;1,98E-04;0,005320654;4,01E-04;-1,25E-04;0,00131443;8,55E-04;-9,15E-05
2403,593;0,001750495;0,005038366;0,003431754;1,96E-04;0,005033203;2,53E-04;-4,99E-05;9,65E-04;8,08E-04;-1,32E-04
2403,834;0,001742666;0,004949608;0,003264661;2,87E-04;0,004758088;6,46E-05;2,21E-05;6,41E-04;8,15E-04;-1,23E-04
2404,075;0,001796273;0,004895134;0,003132272;4,75E-04;0,004514741;-1,33E-04;6,49E-05;3,95E-04;8,64E-04;-9,65E-05
2404,316;0,001900555;0,004883806;0,003038933;7,40E-04;0,00431866;-3,01E-04;6,06E-05;2,50E-04;9,38E-04;-9,30E-05
2404,557;0,002020103;0,004905642;0,002975866;0,001047493;0,004181432;-4,10E-04;8,87E-06;2,02E-04;0,001021846;-1,42E-04
2404,798;0,002114076;0,004939674;0,00292789;0,001352782;0,004112408;-4,45E-04;-6,85E-05;2,23E-04;0,001105244;-2,55E-04
2405,039;0,002153035;0,004965191;0,002878794;0,00161319;0,004114311;-4,08E-04;-1,34E-04;2,74E-04;0,001183198;-4,17E-04
2405,28;0,002128909;0,004974313;0,002816635;0,001796995;0,004184287;-3,19E-04;-1,45E-04;3,21E-04;0,00125707;-5,98E-04
2405,521;0,002054099;0,00497442;0,002737297;0,001887919;0,004310925;-2,01E-04;-7,12E-05;3,42E-04;0,001330159;-7,60E-04
