Wavenumber [cm^-1];Intensity [a.u.];Intensity [a.u.];Intensity [a.u.];Intensity [a.u.];Intensity [a.u.];Intensity [a.u.]
;t0;t1;t2;t3;t4;t5
414,74002;0,012447813;0,010680123;0,011246173;0,011067152;0,010181802;0,01132377
415,70428;0,01260066;0,011169936;0,010974905;0,010843409;0,01038737;0,010950547
416,66854;0,01283349;0,011399735;0,010803623;0,011249655;0,010992928;0,011047313
417,63281;0,013036305;0,011229519;0,010962326;0,01187589;0,011598476;0,011914069
418,59707;0,013179104;0,010999287;0,011651015;0,012122115;0,011934014;0,013210814
419,56133;0,013571887;0,01092904;0,012599689;0,012078329;0,012149543;0,014187548
420,52559;0,014334654;0,010998778;0,013348348;0,012364532;0,012335062;0,014534271
421,48985;0,015177405;0,0112685;0,013716993;0,012970724;0,012530571;0,014730984
422,45411;0,015680139;0,011818207;0,013925623;0,013476905;0,01298607;0,015057685
423,41837;0,015722857;0,012497898;0,014444238;0,013863075;0,013531559;0,015244376
424,38263;0,015475558;0,013037574;0,015202838;0,014359233;0,013777038;0,015451055
425,34689;0,015118243;0,013477233;0,015621423;0,015095381;0,013822507;0,016107724
426,31115;0,014940912;0,013906877;0,015589992;0,015851518;0,014077965;0,016984381
427,27541;0,015183563;0,014216506;0,015678547;0,016277643;0,014583414;0,017621027
428,23967;0,015806198;0,014486118;0,016097086;0,016553757;0,015258852;0,018207661
429,20393;0,016598816;0,015045714;0,01652561;0,017299859;0,016324279;0,019074284
430,1682;0,017471417;0,015915293;0,016924119;0,01862595;0,017979697;0,020100896
431,13246;0,018524001;0,016964857;0,017542611;0,01992203;0,020005104;0,021297496
432,09672;0,019926567;0,018314404;0,018551089;0,020788097;0,0218305;0,022854085
433,06098;0,021609116;0,019783935;0,02003955;0,021444154;0,022985886;0,024370662
434,02524;0,023161648;0,020963449;0,021937996;0,022280198;0,023441261;0,025097227
434,9895;0,024264163;0,021942947;0,023796425;0,023246231;0,023516625;0,025013781
435,95376;0,024866659;0,022792428;0,025034839;0,023952252;0,023501979;0,024620322
436,91802;0,025059139;0,023151892;0,025403237;0,024248261;0,023517321;0,024196852
437,88228;0,0249816;0,022801339;0,025001619;0,024224258;0,023632653;0,02388337
438,84654;0,024794044;0,022100769;0,024039984;0,023840243;0,023677974;0,023639876
439,8108;0,024476469;0,021570183;0,022948333;0,023286216;0,023373284;0,02322637
440,77506;0,023978877;0,021159579;0,022106666;0,022782176;0,022848583;0,022532852
441,73932;0,023491267;0,020658958;0,021534982;0,022128125;0,022363871;0,021839322
442,70358;0,023093638;0,020118319;0,021023282;0,021094061;0,021729148;0,021375779
443,66785;0,022505991;0,019417664;0,020591566;0,020029985;0,020644414;0,021162224
444,63211;0,021718326;0,018476991;0,020399832;0,019405897;0,019389668;0,021028657
445,59637;0,021140642;0,0177663;0,020238082;0,019241796;0,018744911;0,020725077
446,56063;0,02089294;0,017555592;0,019906315;0,019367683;0,019000142;0,020361485
447,52489;0,020735219;0,017544866;0,01970453;0,019613557;0,019455362;0,02024788
448,48915;0,020607479;0,017494122;0,019892729;0,019759419;0,019360571;0,020224263
449,45341;0,020589721;0,01740336;0,019970911;0,019765268;0,018675768;0,019980633
450,41767;0,020691943;0,01712258;0,019459076;0,019681104;0,018100954;0,01968699
451,38193;0,020714147;0,016631783;0,018657223;0,019466927;0,018046127;0,019423334
452,34619;0,020276331;0,016070967;0,018085353;0,019192737;0,01785129;0,018889666
453,31045;0,019478496;0,015430133;0,017903465;0,018788535;0,01709644;0,018005985
454,27471;0,018770642;0,01490928;0,01787156;0,018234319;0,016521578;0,01721229
455,23897;0,018042769;0,01477841;0,017749638;0,017930091;0,016396705;0,016868583
456,20324;0,017104876;0,01483752;0,017577698;0,017985849;0,01609182;0,016894863
457,1675;0,016316964;0,014666613;0,01750574;0,017781595;0,015536923;0,016921129
458,13176;0,016009032;0,014275686;0,017333764;0,017107327;0,015382013;0,016667382
459,09602;0,01611108;0,014064741;0,01701177;0,016633045;0,015697092;0,016363622
460,06028;0,016363108;0,014113777;0,016739758;0,016888751;0,016012158;0,016409849
461,02454;0,016415117;0,014142794;0,016417729;0,017484443;0,016187212;0,016766062
461,9888;0,016267105;0,013891792;0,01584568;0,017670121;0,016312254;0,017082262
462,95306;0,016309073;0,013440771;0,015233614;0,017255786;0,016277283;0,017208448
463,91732;0,016581021;0,01314973;0,01486153;0,016581438;0,0159623;0,01717462
464,88158;0,016762949;0,013148671;0,014639427;0,015947075;0,015517305;0,016720779
465,84584;0,016784856;0,013187592;0,014487305;0,015452699;0,015152297;0,015656924
466,8101;0,016476743;0,013086494;0,014605165;0,01511831;0,015027277;0,014383056
467,77436;0,01560861;0,012895376;0,014893006;0,014783906;0,015132244;0,013349173
468,73863;0,014830456;0,012764239;0,014880829;0,014239489;0,015077198;0,012685277
469,70289;0,014872281;0,012843082;0,014688633;0,013785058;0,01446214;0,012801367
470,66715;0,015374085;0,013101905;0,014716418;0,013820612;0,013587068;0,013927443
471,63141;0,015695868;0,013120709;0,014714183;0,014246153;0,013151984;0,015263504
472,59567;0,01576763;0,012519492;0,01457193;0,014731679;0,013366887;0,015679552
473,55993;0,015479371;0,011568256;0,014659658;0,015057191;0,013781777;0,015165585
474,52419;0,014731091;0,011036999;0,014787366;0,014902689;0,013846654;0,014431604
475,48845;0,01397279;0,011205722;0,014345055;0,014338173;0,013591518;0,013657609
476,45271;0,013744467;0,011484425;0,013612725;0,013783642;0,013376369;0,012703599
477,41697;0,013946123;0,011373107;0,013410375;0,013379097;0,013261207;0,011989575
478,38123;0,014287757;0,01110177;0,013838006;0,013024537;0,013186031;0,012025536
479,34549;0,014549369;0,011020411;0,014345617;0,012909963;0,013280842;0,012531483
480,30975;0,01453096;0,011099032;0,014463208;0,013205374;0,01342564;0,012867415
481,27401;0,014382529;0,011017632;0,01408078;0,013590771;0,013370424;0,012843333
482,23828;0,014174077;0,010766212;0,013468332;0,013736153;0,013275195;0,012819236
483,20254;0,013515602;0,010674771;0,012995863;0,01371152;0,013289952;0,012945124
484,1668;0,012447104;0,010683308;0,012683375;0,013436872;0,013184696;0,012890997
485,13106;0,011858585;0,010601825;0,012250866;0,012762209;0,012809426;0,012496855
486,09532;0,012110044;0,01069032;0,011798338;0,012337531;0,012464142;0,012082698
487,05958;0,01260148;0,010868794;0,011525789;0,012522838;0,012308845;0,011858526
488,02384;0,012742893;0,010717247;0,011413219;0,01264813;0,012253534;0,011874339
488,9881;0,012684284;0,010485679;0,01152063;0,012563407;0,012388209;0,012390136
489,95236;0,012715652;0,010564089;0,012008019;0,012918669;0,01283287;0,013455919
490,91662;0,012876998;0,010652478;0,012725388;0,013563915;0,013517517;0,014561686
491,88088;0,012998321;0,010470845;0,013242737;0,013619147;0,01404215;0,015037438
492,84514;0,013029621;0,01021919;0,013260064;0,012904362;0,014026769;0,014803174
493,8094;0,012980898;0,009957513;0,012917371;0,012019562;0,013571373;0,014198895
494,77367;0,012902151;0,009545815;0,012374657;0,011454747;0,012905964;0,013574601
495,73793;0,012883382;0,009164094;0,011531922;0,011379916;0,01238054;0,01312029
496,70219;0,012974589;0,009102352;0,010769166;0,01192507;0,012365102;0,012995964
497,66645;0,012955773;0,009330587;0,010826388;0,012730208;0,01278965;0,013161623
498,63071;0,012596933;0,0096288;0,011543589;0,01308533;0,013134183;0,013247265
499,59497;0,01203807;0,009866991;0,012200769;0,012910436;0,013158702;0,013032892
500,55923;0,011679183;0,009885159;0,012477928;0,012625526;0,013043206;0,012778502
501,52349;0,011890273;0,009643305;0,012415065;0,012530601;0,013157695;0,012744097
502,48775;0,012441338;0,009611429;0,01224218;0,012515659;0,01356217;0,012859676
503,45201;0,01265238;0,010019529;0,012139274;0,012370701;0,01384663;0,012915238
504,41627;0,012253397;0,010267607;0,012106346;0,012035727;0,013581076;0,012860785
505,38053;0,011784391;0,009775662;0,012073396;0,011820737;0,012785506;0,012796315
506,34479;0,01176536;0,009193694;0,012040424;0,012095731;0,011879922;0,012861829
507,30906;0,012106305;0,009261704;0,01197743;0,012460709;0,011184323;0,012857327
508,27332;0,012177226;0,00947969;0,011764415;0,01223567;0,010638708;0,012332808
509,23758;0,011658122;0,009137652;0,011421377;0,011600614;0,010223079;0,011348273
510,20184;0,011098994;0,008525592;0,011248316;0,011305543;0,010197434;0,010663721
511,1661;0,011149841;0,008363508;0,011425234;0,011470454;0,010431775;0,010649152
512,13036;0,011730663;0,008951401;0,011842129;0,011675349;0,0106861;0,010944567
513,09462;0,01231146;0,009849271;0,012299001;0,011830227;0,01113041;0,011289965
514,05888;0,012552233;0,010287116;0,012675851;0,011965089;0,011834704;0,011695347
515,02314;0,01243298;0,010124938;0,012832678;0,011909934;0,012418983;0,012180711
515,9874;0,012213702;0,010132737;0,012859483;0,011894762;0,012653247;0,012696059
516,95166;0,012384399;0,010870511;0,013056264;0,012429573;0,012737495;0,01326139
517,91592;0,013255071;0,011998262;0,013573023;0,013384367;0,012941728;0,013766703
518,88018;0,014365717;0,013055988;0,014199759;0,014389144;0,013395945;0,014102
519,84444;0,014976338;0,01403369;0,014806472;0,015373904;0,014160146;0,014457279
520,80871;0,015116934;0,014941369;0,015503162;0,016248647;0,015274332;0,015232542
521,77297;0,015657504;0,015619023;0,016309828;0,016983372;0,016588502;0,016507787
522,73723;0,017028048;0,016016652;0,017056471;0,01771808;0,017642656;0,018043014
523,70149;0,018478566;0,016304257;0,017773091;0,018222771;0,018166794;0,019468224
524,66575;0,019259058;0,016581838;0,018689687;0,018337445;0,018500916;0,020503417
525,63001;0,019539524;0,016809394;0,01954626;0,018542101;0,019015022;0,020888592
526,59427;0,019759964;0,016806925;0,019622809;0,01901674;0,019459112;0,02036375
527,55853;0,019890378;0,016414431;0,018679334;0,019131361;0,019233186;0,01922889
528,52279;0,019750765;0,015801913;0,017465836;0,018895964;0,018497243;0,018424012
529,48705;0,019451126;0,015389369;0,016972314;0,01915055;0,018111285;0,018379117
530,45131;0,019291461;0,015296801;0,017228767;0,019825118;0,01813531;0,018604204
531,41557;0,019291769;0,015144207;0,017415197;0,020039668;0,017909318;0,018699273
532,37983;0,019152051;0,014731588;0,017091603;0,0197042;0,017393311;0,018714324
533,3441;0,018802306;0,014378944;0,016727984;0,019048714;0,017027287;0,018709357
534,30836;0,018282533;0,014396275;0,016824341;0,018213211;0,016751246;0,018604372
535,27262;0,017492734;0,01469358;0,017190674;0,017687689;0,016385189;0,018229368
536,23688;0,016562908;0,015030859;0,017446982;0,017472149;0,016109115;0,017494347
537,20114;0,016003055;0,015248113;0,017443266;0,017056591;0,016143024;0,016859307
538,1654;0,015953175;0,015275341;0,017349525;0,016701015;0,016436917;0,016954249
539,12966;0,015993267;0,015012543;0,01753576;0,01697542;0,016640793;0,017529173
540,09392;0,015873332;0,01458972;0,01817197;0,017349807;0,016374652;0,017744078
541,05818;0,015663369;0,01430687;0,018608154;0,016874175;0,015708494;0,017298965
542,02244;0,015323379;0,014113994;0,018084314;0,015708526;0,015152319;0,016493833
542,9867;0,015053361;0,013901092;0,016960449;0,014952857;0,015296127;0,015918682
543,95096;0,015423316;0,013878164;0,016286559;0,01519717;0,016189918;0,016183513
544,91522;0,016483242;0,01412521;0,016292644;0,016161464;0,016953692;0,017118325
545,87949;0,017343141;0,014432229;0,016408703;0,01726574;0,016867449;0,017763118
546,84375;0,017533012;0,014649222;0,016554737;0,018079997;0,016441188;0,017747893
547,80801;0,017472854;0,014696188;0,016910746;0,018434235;0,01654491;0,017452648
548,77227;0,017532668;0,014493127;0,017226729;0,018488454;0,017188615;0,017307385
549,73653;0,017642454;0,01425004;0,017262686;0,018492654;0,017652302;0,017542102
550,70079;0,017722212;0,014496926;0,017178618;0,018316835;0,017555972;0,017996801
551,66505;0,017791941;0,015393785;0,017144524;0,017780997;0,017219624;0,01800148
552,62931;0,017881642;0,016220616;0,017280404;0,01714514;0,017073259;0,01726614
553,59357;0,017881314;0,016177421;0,017576259;0,017029263;0,017286875;0,01632078
554,55783;0,017580957;0,015474199;0,017902087;0,017753367;0,017840475;0,016035402
555,52209;0,017040571;0,014810949;0,018217889;0,018897452;0,018454056;0,016750004
556,48635;0,016750156;0,014417672;0,018563665;0,019471518;0,01872762;0,017804586
557,45061;0,016959713;0,014414368;0,018899415;0,019105564;0,018641165;0,018469149
558,41487;0,01737924;0,015041036;0,019055139;0,018419591;0,018464693;0,018723692
559,37914;0,017838738;0,015937676;0,018760836;0,017973598;0,018398203;0,018778216
560,3434;0,018328207;0,016404289;0,017916507;0,017787585;0,018481695;0,01861272
561,30766;0,018527646;0,016540874;0,017022151;0,017881553;0,018585169;0,018257204
562,27192;0,018377056;0,016627431;0,016787768;0,018235501;0,018488624;0,017861668
563,23618;0,018326436;0,01646396;0,017213359;0,018639429;0,018002061;0,017636112
564,20044;0,018715787;0,016110461;0,017808923;0,019053337;0,01724548;0,017830537
565,1647;0,019355108;0,016096934;0,01833446;0,019447226;0,016688881;0,018524941
566,12896;0,020024399;0,016583379;0,01872997;0,019731094;0,016662263;0,019409325
567,09322;0,02064366;0,017079796;0,019005453;0,019954942;0,017125627;0,019923689
568,05748;0,020802891;0,017326184;0,019400909;0,020238771;0,017868972;0,020098033
569,02174;0,020242092;0,017582543;0,020006337;0,020442579;0,018682299;0,020352357
569,986;0,019641263;0,018028874;0,020591739;0,020426366;0,019475607;0,02065666
570,95026;0,019800403;0,018485177;0,020897112;0,020490134;0,020298896;0,020770943
571,91453;0,020499513;0,018761451;0,021102459;0,020793881;0,021062167;0,021015205
572,87879;0,020998593;0,018567696;0,021477778;0,020967608;0,021475419;0,021529447
573,84305;0,020977642;0,017773912;0,021803069;0,020721314;0,021368652;0,021693668
574,80731;0,02062666;0,016790099;0,021378333;0,020105;0,020781866;0,021137869
575,77157;0,020085648;0,016126257;0,020003569;0,019198665;0,019605061;0,020032049
576,73583;0,019594604;0,015872386;0,018378777;0,018042309;0,017978237;0,018746208
577,70009;0,01949353;0,015808486;0,017403957;0,016925933;0,016551394;0,017640347
578,66435;0,019452425;0,015694556;0,017189109;0,016079536;0,015704532;0,016724464
579,62861;0,018631289;0,015370597;0,017034232;0,015403118;0,014927651;0,015498561
580,59287;0,016970121;0,014706608;0,016339328;0,014656679;0,013620751;0,013852636
581,55713;0,015258922;0,01381259;0,015244395;0,013870219;0,012223831;0,01245669
582,52139;0,014077692;0,013088543;0,014439434;0,013173738;0,011666892;0,012040724
583,48565;0,01352643;0,012564465;0,014394445;0,012747237;0,012079933;0,012634736
584,44992;0,013415137;0,011910358;0,014659427;0,012820714;0,012742955;0,013728727
585,41418;0,013373812;0,011346221;0,01469438;0,013254169;0,012905958;0,014542696
586,37844;0,013262455;0,011452054;0,014599305;0,013497604;0,012688941;0,014466644
587,3427;0,013331066;0,012037856;0,014544201;0,013321017;0,012791904;0,013570571
588,30696;0,013649646;0,012343629;0,014329068;0,012964409;0,013204847;0,012474476
589,27122;0,013838193;0,011989371;0,013993906;0,012617779;0,013377771;0,01172836
590,23548;0,013546709;0,011255083;0,013708715;0,012271128;0,013130675;0,011442222
591,19974;0,012855192;0,010680765;0,013313496;0,012064455;0,012503559;0,011186062
592,164;0,012113643;0,010596416;0,012778246;0,012177761;0,011736423;0,010839881
593,12826;0,011882061;0,010782036;0,012592968;0,012591045;0,011349268;0,010953678
594,09252;0,012200447;0,010867626;0,01304766;0,013114307;0,011472092;0,011577453
595,05678;0,0125288;0,010813185;0,013712323;0,013517547;0,011674896;0,011991206
596,02104;0,012687121;0,010678713;0,013926957;0,013530766;0,01178768;0,012094937
596,9853;0,012895409;0,010374211;0,01359156;0,013143962;0,011940444;0,012278645
597,94957;0,013053664;0,010099677;0,013066135;0,012737137;0,012173187;0,012562332
598,91383;0,013241886;0,010245112;0,012580679;0,01265029;0,01224591;0,012755997
599,87809;0,013710075;0,010740516;0,012225194;0,01294342;0,012028613;0,012809639
600,84235;0,014058231;0,011035889;0,012179678;0,013396528;0,011681295;0,012613259
601,80661;0,013896354;0,01095123;0,012524133;0,013579614;0,011283957;0,012146857
602,77087;0,013484443;0,01075654;0,012988557;0,013172678;0,010736599;0,011740433
603,73513;0,013102499;0,010541818;0,013302952;0,012445719;0,010089219;0,011663985
604,69939;0,012790522;0,010257065;0,013397316;0,012048738;0,009791819;0,011857516
605,66365;0,012538511;0,01006228;0,01318165;0,012171735;0,010194399;0,012191023
606,62791;0,012246466;0,010087463;0,012765953;0,012404709;0,011066957;0,012634508
607,59217;0,011984388;0,010142614;0,012680226;0,01224766;0,011699495;0,012957971
608,55643;0,011912276;0,010057734;0,013084469;0,011660589;0,011692012;0,01276141
609,52069;0,011810129;0,009772821;0,01332868;0,010963495;0,011324508;0,012084827
610,48496;0,011567949;0,009327877;0,012952862;0,010636378;0,011166983;0,011218221
611,44922;0,011595735;0,0089029;0,012197012;0,010869239;0,011349437;0,010381591
612,41348;0,012083486;0,00861789;0,011541131;0,011392076;0,011491869;0,010074939
613,37774;0,012461203;0,008372849;0,01118522;0,011954891;0,011374281;0,010498264
614,342;0,012128886;0,008217775;0,011119277;0,012397682;0,011146671;0,011151565
615,30626;0,011236534;0,008352668;0,011303303;0,012380451;0,010889041;0,011494843
616,27052;0,010644148;0,008797529;0,011607298;0,011913196;0,010471388;0,011418098
617,23478;0,010821727;0,009272356;0,011771262;0,011515918;0,009963715;0,01097133
618,19904;0,011219271;0,009467152;0,011705194;0,011398617;0,00952602;0,010474538
619,1633;0,01129678;0,009231914;0,011499095;0,011521292;0,009218303;0,010337723
620,12756;0,011114255;0,008966643;0,011162964;0,011703944;0,009200565;0,010410884
621,09182;0,010811694;0,009231339;0,010756802;0,011536573;0,009522805;0,010234022
622,05608;0,010419098;0,009666002;0,010540608;0,010989178;0,009885024;0,009917136
623,02035;0,010066468;0,009290632;0,010554382;0,01056176;0,00995722;0,009840226
623,98461;0,009833801;0,008035229;0,010628124;0,010404318;0,009669396;0,009883292
624,94887;0,0097111;0,006939792;0,010671835;0,010296852;0,009211549;0,010006335
625,91313;0,009768363;0,006654322;0,010655513;0,010019363;0,00899368;0,010379354
626,87739;0,00988559;0,006868818;0,010459159;0,00952185;0,009055789;0,010732349
627,84165;0,009712781;0,00715328;0,009872773;0,009244312;0,008947877;0,010415319
628,80591;0,009329937;0,007307709;0,008996355;0,009386751;0,008539942;0,009458266
629,77017;0,009107057;0,007192103;0,008359904;0,009669166;0,008321985;0,008821189
630,73443;0,009214141;0,006826464;0,008293421;0,009961557;0,008414006;0,009184087
631,69869;0,009461189;0,006550791;0,008586906;0,010233924;0,008506004;0,009976961
632,66295;0,009678201;0,006465084;0,009040358;0,010206267;0,008457981;0,010109811
633,62721;0,009845177;0,006389343;0,009403777;0,009698585;0,008359935;0,009362636
634,59147;0,009972116;0,006413567;0,009157163;0,008940879;0,008361866;0,008255437
635,55573;0,009849019;0,006557757;0,008270517;0,008393149;0,008403776;0,007368214
636,52;0,009455886;0,006471913;0,007383837;0,008175395;0,008185662;0,007220966
637,48426;0,009022716;0,005936034;0,006977125;0,007987616;0,007507526;0,007743693
638,44852;0,008599509;0,00508012;0,00705038;0,007949812;0,006579368;0,008066396
639,41278;0,008246265;0,004534172;0,007463601;0,008431984;0,005901186;0,007769073
640,37704;0,008232985;0,004998189;0,007956789;0,008864131;0,005972982;0,007301726
641,3413;0,008419668;0,006122171;0,008139944;0,008466253;0,006634756;0,007144354
642,30556;0,008306313;0,006666118;0,007873065;0,007748351;0,006966506;0,007266958
643,26982;0,007892922;0,006310031;0,007516153;0,007720424;0,006558233;0,007519536
644,23408;0,007629493;0,005793908;0,007459207;0,008172472;0,005999938;0,007902089
645,19834;0,007736027;0,00558775;0,007642228;0,008394495;0,005861619;0,008174617
646,1626;0,008062524;0,005661556;0,007665214;0,008306493;0,006073277;0,00797712
647,12686;0,008318983;0,005855327;0,007288167;0,007878466;0,006374912;0,007559597
648,09112;0,008175404;0,005929063;0,006641087;0,006940414;0,006536524;0,00751205
649,05539;0,007621788;0,005822764;0,006083972;0,005982336;0,006398113;0,007804477
650,01965;0,007028134;0,005616428;0,005806823;0,005694234;0,006359678;0,007916878
650,98391;0,006814442;0,005290057;0,00591964;0,005926106;0,00666122;0,007509254
651,94817;0,006980713;0,00495365;0,006292422;0,006327952;0,006722739;0,006711604
652,91243;0,007096945;0,004767208;0,006535171;0,006779773;0,005944234;0,006093929
653,87669;0,006883139;0,004620729;0,006687885;0,006881569;0,004635705;0,006036228
654,84095;0,006459295;0,004344214;0,007100564;0,006323339;0,003767153;0,006158502
655,80521;0,006105412;0,003887663;0,007573209;0,005545084;0,003978577;0,006080749
656,76947;0,005991491;0,003301076;0,007575819;0,005336803;0,004979978;0,006272971
657,73373;0,006057532;0,002994453;0,006968395;0,005898496;0,005841355;0,006885167
658,69799;0,005913534;0,003277793;0,006010936;0,006460163;0,005942708;0,007117337
659,66225;0,005379498;0,003681097;0,005323442;0,006301804;0,005534037;0,006479481
660,62651;0,004855422;0,003584364;0,005305912;0,00569342;0,005265342;0,005581598
661,59078;0,004731308;0,003187594;0,005578348;0,00540501;0,005336623;0,00535369
662,55504;0,005037155;0,003000788;0,005730749;0,005416573;0,00524788;0,005705755
663,5193;0,005572963;0,003003945;0,005783115;0,00522811;0,004569113;0,005617794
664,48356;0,005968731;0,002857065;0,005835445;0,004839622;0,003680322;0,004749807
665,44782;0,005884461;0,002650148;0,00587774;0,004601107;0,003181506;0,003841793
666,41208;0,005440151;0,002663194;0,005759999;0,004732565;0,003302667;0,003543753
667,37634;0,004915802;0,002766203;0,005402223;0,005113998;0,003873803;0,003875686
668,3406;0,004561413;0,002759175;0,004904411;0,005595404;0,004534914;0,004377593
669,30486;0,004406985;0,002792109;0,004626564;0,006176783;0,004826001;0,004619473
670,26912;0,004312517;0,002875006;0,00482868;0,006658136;0,004747064;0,004571326
671,23338;0,004258009;0,002767865;0,005270761;0,006599463;0,004568102;0,004343153
672,19764;0,004403461;0,002450687;0,005542806;0,005900762;0,004329115;0,003894953
673,1619;0,004528874;0,002323471;0,005484815;0,005022036;0,004010104;0,003356725
674,12616;0,004444246;0,002586217;0,005166788;0,004463282;0,004001068;0,003098471
675,09043;0,004549578;0,002868926;0,004798724;0,004294501;0,004502007;0,00336019
676,05469;0,00511487;0,002981596;0,004550625;0,004205694;0,005052922;0,003931882
677,01895;0,005690122;0,003064229;0,004402489;0,00409686;0,005213811;0,004513546
677,98321;0,005745333;0,003096823;0,004334316;0,004267998;0,005054676;0,005075184
678,94747;0,005340504;0,00309938;0,004416107;0,00484911;0,004785515;0,005516794
679,91173;0,004705634;0,003341898;0,004477862;0,005310194;0,00448633;0,005638377
680,87599;0,004010724;0,003714377;0,004319579;0,005031251;0,004257119;0,005749932
681,84025;0,003685773;0,003816819;0,00415126;0,004312281;0,004327883;0,00612146
682,80451;0,004210781;0,003669221;0,004232905;0,004073284;0,004718622;0,00634296
683,76877;0,005285748;0,003371585;0,004534512;0,004724259;0,005179335;0,006164433
684,73303;0,006020674;0,002933911;0,005116082;0,005765207;0,005570024;0,006015878
685,69729;0,006125558;0,002776198;0,005997615;0,006506128;0,005930687;0,006157296
686,66155;0,006050402;0,003338445;0,006769111;0,00681702;0,006171324;0,006438686
687,62582;0,006215204;0,004370654;0,00713057;0,007117886;0,006251936;0,006850048
688,59008;0,006689965;0,005342824;0,007311991;0,007498723;0,006312522;0,007251382
689,55434;0,007464685;0,005884955;0,007533375;0,007609533;0,006433083;0,007412688
690,5186;0,008309362;0,006097046;0,007854722;0,007440315;0,006623618;0,007453966
691,48286;0,008673998;0,006549098;0,00846603;0,007411069;0,006984127;0,007705216
692,44712;0,008368593;0,007481111;0,009277302;0,007621795;0,00745461;0,008276438
693,41138;0,007953145;0,008213084;0,009838535;0,007802494;0,007975068;0,009077632
694,37564;0,008027656;0,008135018;0,010009731;0,007913164;0,008435499;0,009928797
695,3399;0,008522124;0,007586912;0,009900889;0,008293806;0,008605905;0,010569934
696,30416;0,008876551;0,007268767;0,009632008;0,00895442;0,008626284;0,010711043
697,26842;0,009020935;0,007300582;0,00949309;0,009555006;0,009066638;0,010322123
698,23268;0,009365276;0,007352356;0,009484134;0,010245563;0,009946965;0,009993175
699,19694;0,009799576;0,007274091;0,009385139;0,011096092;0,010677266;0,010274198
700,16121;0,009803833;0,007365786;0,009336106;0,011386593;0,010887541;0,010855193
701,12547;0,009408047;0,00788744;0,009557035;0,010827065;0,01077779;0,010936159
702,08973;0,009172219;0,008489055;0,009837925;0,010107509;0,010718012;0,010427096
703,05399;0,009066348;0,008550629;0,009938776;0,009677924;0,010808208;0,009888005
704,01825;0,008770434;0,008002163;0,009859589;0,009358311;0,010898377;0,009608885
704,98251;0,008474477;0,007383656;0,009790364;0,008968669;0,01085852;0,009509735
705,94677;0,008458477;0,007065108;0,009681099;0,008478998;0,010548636;0,009560557
706,91103;0,008462434;0,00684652;0,009331795;0,007929298;0,009928725;0,009541349
707,87529;0,008276347;0,006347891;0,008902453;0,007539569;0,009178788;0,009032113
708,83955;0,008100217;0,005729222;0,008773072;0,007369812;0,008528824;0,008332847
709,80381;0,008044044;0,005360511;0,008833651;0,007220025;0,007908833;0,008043553
710,76807;0,007687828;0,00509176;0,008654191;0,007160209;0,007258815;0,007934228
711,73233;0,006731568;0,004682967;0,008084692;0,007270365;0,006698771;0,007564875
712,69659;0,005595264;0,004254133;0,007445154;0,007170491;0,006218699;0,007275492
713,66086;0,004918916;0,003855258;0,006955576;0,006710588;0,0056786;0,00743608
714,62512;0,004772525;0,003546342;0,006395958;0,006230655;0,005358475;0,007776638
715,58938;0,004956089;0,003647384;0,005786301;0,006100693;0,005598322;0,007987166
716,55364;0,00528961;0,003948385;0,005586605;0,006410702;0,005858141;0,007957665
717,5179;0,005473086;0,003669344;0,005796868;0,006600681;0,005427934;0,007508134
718,48216;0,005296518;0,002710262;0,005727092;0,006200631;0,004727699;0,006568573
719,44642;0,005009906;0,001921137;0,005167275;0,005600551;0,004657437;0,005688983
720,41068;0,00493325;0,002001971;0,004747419;0,005170441;0,005157147;0,005499362
721,37494;0,004936549;0,002712763;0,004957522;0,004740302;0,00563683;0,005709712
722,3392;0,004739803;0,003133513;0,005447586;0,004280133;0,005786485;0,005610031
723,30346;0,004423013;0,002774221;0,005567609;0,003939934;0,005646113;0,005350321
724,26772;0,004136178;0,002064886;0,005217592;0,003829705;0,005315713;0,00527058
725,23198;0,003869298;0,001695509;0,004927534;0,004029446;0,004975285;0,005060809
726,19625;0,003612373;0,00188609;0,005087436;0,004459157;0,00466483;0,004471008
727,16051;0,003385403;0,002476629;0,005257297;0,004618838;0,004234347;0,003961176
728,12477;0,003148388;0,002937125;0,004897117;0,004058489;0,003713835;0,004031315
729,08903;0,002881327;0,002727578;0,004146897;0,00313811;0,003343296;0,004541422
730,05329;0,002594222;0,001867989;0,003496636;0,0028577;0,003172729;0,005071499
731,01755;0,002437071;9,58E-04;0,003086334;0,00348726;0,003162133;0,005221546
731,98181;0,002509874;4,39E-04;0,002985991;0,00411679;0,00329151;0,004721562
732,94607;0,002862632;2,99E-04;0,003195607;0,004056289;0,003360858;0,003841547
733,91033;0,003335344;4,29E-04;0,003395182;0,003665758;0,003230179;0,003321501
734,87459;0,00335801;7,19E-04;0,003344715;0,003505196;0,00304947;0,003411425
735,83885;0,002750631;9,00E-04;0,003194207;0,003404603;0,002888734;0,003521318
736,80311;0,002083205;9,70E-04;0,003013658;0,00281398;0,002647969;0,003291179
737,76737;0,001695734;0,001079727;0,002733067;0,001623326;0,002377176;0,00305101
738,73164;0,001428216;0,001239749;0,002462435;5,53E-04;0,002126354;0,00325081
739,6959;0,001350653;0,001449728;0,002411761;2,92E-04;0,002055503;0,003880578
740,66016;0,001543042;0,001469664;0,002511045;8,01E-04;0,002274624;0,004290316
