Wavenumber [cm^-1];Intensity [a.u.];Intensity [a.u.];Intensity [a.u.];Intensity [a.u.];Intensity [a.u.];Intensity [a.u.]
;t0;t1;t2;t3;t4;t5
741,62442;0,001765386;9,40E-04;0,002620288;0,001470401;0,002363716;0,004000022
742,58868;0,001957683;1,69E-04;0,002829488;0,001869592;0,00194278;0,003289696
743,55294;0,002069933;-1,11E-04;0,003268647;0,001808753;0,001391814;0,00260934
744,5172;0,001842137;1,69E-04;0,003777763;0,001367882;0,00118082;0,002438952
745,48146;0,001274293;3,09E-04;0,004006838;9,57E-04;0,001339797;0,002978532
746,44572;8,86E-04;-1,72E-04;0,00374587;9,86E-04;0,001688745;0,003668081
747,40998;9,18E-04;-9,42E-04;0,00319486;0,001385081;0,001907664;0,003817598
748,37424;0,001170482;-0,001392435;0,002663807;0,001754085;0,001846553;0,003467084
749,3385;0,001472451;-0,001352896;0,002312712;0,001983057;0,001745414;0,002906538
750,30276;0,001764373;-0,001053402;0,002381575;0,002331998;0,001854245;0,00228596
751,26702;0,002046247;-7,54E-04;0,002770394;0,002740907;0,002153047;0,00183535
752,23129;0,002358074;-7,15E-04;0,002749172;0,002849784;0,00233182;0,001654708
753,19555;0,002499854;-8,85E-04;0,002047906;0,00244863;0,002140564;0,001594035
754,15981;0,002171585;-0,001005872;0,001346597;0,001647444;0,001799278;0,001503329
755,12407;0,00153327;-8,07E-04;0,001185246;9,56E-04;0,001557962;0,001492591
756,08833;0,001054906;-3,17E-04;0,001463851;8,45E-04;0,001456617;0,001841821
757,05259;7,76E-04;3,02E-04;0,001982413;0,001133694;0,001565243;0,002421018
758,01685;5,88E-04;9,41E-04;0,002640932;0,00133238;0,001833839;0,002660184
758,98111;3,90E-04;0,00141003;0,003229408;0,001531034;0,002022405;0,002449317
759,94537;2,21E-04;0,001379074;0,003497841;0,002019656;0,002010941;0,002348417
760,90963;3,42E-04;8,38E-04;0,00349623;0,002468246;0,002009447;0,002707485
761,87389;8,14E-04;3,27E-04;0,003454575;0,002476803;0,002197924;0,003166521
762,83815;0,001295015;2,76E-04;0,003252877;0,002295328;0,00240637;0,003185524
763,80241;0,001656266;5,15E-04;0,002961135;0,002223821;0,002324787;0,002594494
764,76668;0,001847468;5,94E-04;0,003019349;0,002292281;0,002013174;0,001583432
765,73094;0,001688621;5,22E-04;0,00315752;0,002480709;0,00169153;6,72E-04
766,6952;0,001329726;6,21E-04;0,002665646;0,002569104;0,001289856;2,91E-04
767,65946;0,001320782;7,90E-04;0,001783729;0,002337467;7,48E-04;5,70E-04
768,62372;0,001881789;8,18E-04;0,001481767;0,002005797;3,06E-04;0,001428853
769,58798;0,002652747;8,17E-04;0,001949762;0,001934094;3,15E-04;0,002487626
770,55224;0,003143656;7,26E-04;0,002487712;0,001942358;7,73E-04;0,003266366
771,5165;0,003184515;2,34E-04;0,002705617;0,001850589;0,001291034;0,003605073
772,48076;0,002785325;-4,58E-04;0,002893478;0,001828788;0,001489178;0,003573747
773,44502;0,002096086;-4,99E-04;0,003201295;0,001846953;0,001347291;0,003262387
774,40928;0,001546797;2,59E-04;0,003429067;0,001705086;0,001185374;0,002800994
775,37354;0,001607459;9,98E-04;0,003416795;0,001723185;0,001253427;0,002309567
776,3378;0,002248071;0,001065813;0,003274477;0,001991251;0,001601448;0,002048107
777,30207;0,002788633;6,84E-04;0,003032115;0,002199284;0,002199439;0,002366614
778,26633;0,002699146;5,42E-04;0,002669708;0,002477284;0,002607399;0,003005087
779,23059;0,002349608;8,90E-04;0,002427256;0,00288525;0,002305328;0,003193526
780,19485;0,002300021;0,001278386;0,002354759;0,003023183;0,001553226;0,002841932
781,15911;0,002490383;0,001356412;0,002372217;0,002931082;0,001011093;0,002570303
782,12337;0,002570695;0,00134439;0,002649629;0,003098948;9,49E-04;0,002718641
783,08763;0,002480956;0,001402321;0,003106996;0,00345678;0,001286734;0,002956945
784,05189;0,002411167;0,001360204;0,003224318;0,003494579;0,001824508;0,002985216
785,01615;0,002541328;0,00117804;0,002961594;0,003112344;0,00204225;0,002803452
785,98041;0,002851438;9,86E-04;0,002848825;0,002600075;0,001709961;0,002461654
786,94467;0,003331498;0,001013568;0,00310601;0,002357772;0,001317641;0,002129822
787,90893;0,003861506;0,001301261;0,003303149;0,002515435;0,001275289;0,002167955
788,87319;0,003971464;0,001658905;0,003150242;0,002883065;0,001482906;0,002616055
789,83745;0,003531371;0,001976502;0,00299729;0,00306066;0,001500492;0,00299412
790,80172;0,003071227;0,002054051;0,003354292;0,002768221;0,001088045;0,002802151
791,76598;0,002871031;0,001741551;0,004171247;0,002165748;6,06E-04;0,002110147
792,73024;0,002660785;0,001379003;0,004768156;0,001823241;6,53E-04;0,001608109
793,6945;0,002210487;0,001386407;0,00460502;0,0019807;0,001240517;0,001586036
794,65876;0,001650137;0,001423762;0,004001836;0,002248124;0,001787944;0,001673928
795,62302;0,001259737;0,001101069;0,003448607;0,002255514;0,001805339;0,001721786
796,58728;0,001329284;6,18E-04;0,003075331;0,00218287;0,001562702;0,001949609
797,55154;0,00171878;2,36E-04;0,002852008;0,002280191;0,001610033;0,002407398
798,5158;0,001998224;2,70E-06;0,002648639;0,002447477;0,001737332;0,002925151
799,48006;0,001957616;7,98E-05;0,002515223;0,002704729;0,001624599;0,00314287
800,44432;0,001836956;4,17E-04;0,002851761;0,003211946;0,001621834;0,003010553
801,40858;0,001906245;7,84E-04;0,003528251;0,003659128;0,002029037;0,003148202
802,37284;0,001975481;0,001010853;0,003934694;0,003476276;0,002466208;0,003775815
803,33711;0,001824664;0,001067769;0,003961091;0,002803388;0,002633346;0,004203393
804,30137;0,001733796;0,001184635;0,00394744;0,002360466;0,002660452;0,003910936
805,26563;0,001992875;0,001641452;0,003863742;0,002487509;0,002487525;0,003168444
806,22989;0,002401901;0,00221822;0,003639997;0,002994517;0,001984566;0,002585916
807,19415;0,002650875;0,002304938;0,003396205;0,003471489;0,001571574;0,002363353
808,15841;0,002609797;0,001771607;0,003172365;0,003538427;0,00160855;0,002420754
809,12267;0,002468665;0,001298226;0,002948477;0,003305329;0,001815493;0,00281812
810,08693;0,002637481;0,001344795;0,002884542;0,003112196;0,001922403;0,00337545
811,05119;0,003076243;0,001561315;0,003160559;0,002909027;0,002059281;0,003472744
812,01545;0,003224953;0,001417784;0,003386529;0,002535824;0,002286126;0,002910003
812,97971;0,002983609;8,04E-04;0,00308245;0,002272584;0,002542937;0,002287226
813,94397;0,002622212;1,81E-04;0,002608324;0,002479309;0,002869716;0,002114413
814,90823;0,002180762;-3,11E-06;0,002664149;0,003025999;0,003156462;0,002481564
815,8725;0,001799259;1,33E-04;0,003149927;0,003442653;0,003003175;0,00318868
816,83676;0,001647702;2,99E-04;0,003475656;0,003379271;0,002459855;0,003725759
817,80102;0,001676091;4,26E-04;0,003631337;0,003005853;0,002036502;0,003732802
818,76528;0,001714426;5,22E-04;0,00376697;0,0027724;0,001983115;0,003429809
819,72954;0,001602708;6,18E-04;0,003702554;0,002798911;0,002089695;0,00339678
820,6938;0,001340936;8,04E-04;0,00339809;0,002775385;0,002256242;0,003643714
821,65806;0,00117911;0,001079712;0,003093577;0,002541824;0,002402756;0,003580612
822,62232;0,00116723;0,001435626;0,002839016;0,002468227;0,002379236;0,003047474
823,58658;0,001315296;0,00188149;0,002474406;0,002794593;0,002235682;0,002784299
824,55084;0,001853308;0,002257302;0,002159747;0,003020923;0,002222095;0,003301087
825,5151;0,002741265;0,002293063;0,002255039;0,003037217;0,002348474;0,004107839
826,47936;0,003309168;0,001998773;0,002830282;0,003503475;0,00238482;0,004444555
827,44362;0,003097016;0,001624431;0,003615476;0,004619696;0,002351132;0,004331234
828,40788;0,00262481;0,001420039;0,004400621;0,005485881;0,00236741;0,004347875
829,37215;0,002612549;0,001415594;0,004985716;0,00542203;0,002573654;0,004724481
830,33641;0,002970233;0,001351099;0,005080762;0,004768141;0,003099865;0,005221049
831,30067;0,003177862;0,001166551;0,004805759;0,004164217;0,003696041;0,00565758
832,26493;0,003265436;0,001231952;0,004740707;0,003910255;0,003862183;0,006094074
833,22919;0,003462956;0,001597301;0,005165604;0,004016257;0,003728292;0,006450531
834,19345;0,00354042;0,002052598;0,005610452;0,004402222;0,003934366;0,006486951
835,15771;0,003287829;0,002717843;0,005715251;0,00484815;0,004480406;0,006443334
836,12197;0,003225182;0,003363036;0,005739999;0,005244041;0,004866412;0,006629679
837,08623;0,003932481;0,003528176;0,006044698;0,005789895;0,005052383;0,006795988
838,05049;0,005019723;0,003523265;0,006619347;0,006515713;0,005318321;0,006722258
839,01475;0,00560691;0,003928301;0,007273946;0,006991493;0,005644223;0,006628492
839,97901;0,005474042;0,004533285;0,007758494;0,007037235;0,005820092;0,006824687
840,94327;0,005111117;0,004818216;0,007742992;0,007022941;0,005805925;0,007310846
841,90754;0,004978137;0,004583095;0,00714744;0,00702861;0,005891725;0,007706966
842,8718;0,004975101;0,004037921;0,006501838;0,006644241;0,006127489;0,007653049
843,83606;0,004772008;0,003692694;0,006366185;0,005789834;0,005913219;0,007289094
844,80032;0,00439886;0,003697414;0,006550482;0,00499539;0,004938914;0,006985102
845,76458;0,004145655;0,003792082;0,006664728;0,004630909;0,003864574;0,006801071
846,72884;0,004132394;0,003916696;0,006798923;0,00467639;0,0034902;0,006577003
847,6931;0,004219077;0,004321257;0,007033068;0,005001833;0,00403579;0,006372896
848,65736;0,004245703;0,004875765;0,007197161;0,005477239;0,005251346;0,006088752
849,62162;0,004212272;0,00527022;0,007261204;0,006002607;0,006436866;0,005494569
850,58588;0,004168785;0,005414622;0,007245196;0,006507937;0,006792352;0,004910348
851,55014;0,00410524;0,00519897;0,007049136;0,006683229;0,006267802;0,004796089
852,5144;0,00397164;0,004503264;0,006603025;0,006258483;0,005363217;0,004921791
853,47866;0,003847982;0,003757505;0,006136863;0,005353699;0,004468597;0,004997456
854,44293;0,003904267;0,003591692;0,00590065;0,004448878;0,003933942;0,005143081
855,40719;0,004280494;0,003915826;0,005724385;0,003934018;0,003829251;0,005388669
856,37145;0,004626665;0,004109905;0,005288069;0,003729119;0,003864524;0,005474217
857,33571;0,004362778;0,003883931;0,004891701;0,003454183;0,003889763;0,005389728
858,29997;0,003648834;0,003127902;0,004845282;0,003059208;0,003934965;0,005285199
859,26423;0,002934833;0,00196182;0,00471881;0,002894195;0,003970133;0,004970632
860,22849;0,002240773;0,001035683;0,004312287;0,003069144;0,003895264;0,004346026
861,19275;0,001516656;9,29E-04;0,003925712;0,003204053;0,00359036;0,003731381
862,15701;0,001182481;0,001353246;0,003639085;0,002748925;0,00293542;0,003296697
863,12127;0,001538249;0,001566946;0,003222406;0,001853758;0,002100444;0,002981974
864,08553;0,002193958;0,001290592;0,002845674;0,001408552;0,001625432;0,002787212
865,04979;0,00238961;9,64E-04;0,00262889;0,001763307;0,001780384;0,002482411
866,01405;0,001885203;9,68E-04;0,002242054;0,002208024;0,002065301;0,001937571
866,97831;0,001280738;9,71E-04;0,001715166;0,002162701;0,001860181;0,001402691
867,94258;0,001166214;8,05E-04;0,001738225;0,00190734;0,001275025;0,001137772
868,90684;0,001401632;7,28E-04;0,002461232;0,00189194;9,20E-04;0,001212814
869,8711;0,001336992;8,61E-04;0,003024185;0,001976501;0,001094605;0,001597817
870,83536;8,52E-04;0,001044575;0,002777086;0,001741022;0,001639341;0,00198278
871,79962;4,68E-04;0,001127781;0,002159935;0,001175505;0,00220404;0,002077703
872,76388;4,43E-04;8,61E-04;0,00200273;7,30E-04;0,002348703;0,001862587
873,72814;5,08E-04;1,44E-04;0,002415472;7,94E-04;0,002093329;0,001267431
874,6924;6,23E-04;-5,03E-04;0,002748162;0,001258718;0,001937919;4,62E-04
875,65666;8,18E-04;-4,90E-04;0,002690798;0,001673045;0,002162472;1,97E-04
876,62092;9,13E-04;8,30E-05;0,00259338;0,001707332;0,002566989;8,22E-04
877,58518;8,38E-04;5,76E-04;0,00255591;0,001591581;0,002911469;0,001476412
878,54944;7,33E-04;4,79E-04;0,002118386;0,001575791;0,002975912;0,001281059
879,5137;6,57E-04;1,91E-04;0,001250809;0,001639962;0,002470319;6,76E-04
880,47797;6,72E-04;4,74E-04;7,73E-04;0,001734095;0,001514689;6,50E-04
881,44223;7,97E-04;0,001226788;0,001115494;0,001878189;7,59E-04;0,001304762
882,40649;0,001011309;0,001709383;0,001597756;0,002132245;6,63E-04;0,001999251
883,37075;0,001185845;0,001651923;0,001879965;0,002606261;0,001087576;0,002513701
884,33501;0,001250321;0,001194408;0,002442121;0,00316024;0,001531798;0,002888112
885,29927;0,001194739;5,67E-04;0,003474224;0,00350418;0,001525982;0,002912483
886,26353;0,001089099;1,89E-04;0,004436274;0,003528081;0,00124013;0,002556816
887,22779;0,0012234;5,02E-04;0,00483827;0,003381945;0,00129424;0,002321109
888,19205;0,001787643;0,001153797;0,004600214;0,00314577;0,001718313;0,002445364
889,15631;0,002361827;0,001436007;0,004012105;0,002819556;0,001942348;0,00261958
890,12057;0,002325954;0,001358162;0,003303943;0,002363305;0,001876347;0,002573756
891,08483;0,001860022;0,001280263;0,002675728;0,001907015;0,001890307;0,002367895
892,04909;0,001724033;0,001072309;0,002467461;0,001600688;0,002014231;0,002071994
893,01336;0,002087985;6,34E-04;0,002719141;0,001534322;0,001998116;0,001816054
893,97762;0,00241188;4,26E-04;0,002970769;0,001867918;0,001771965;0,001820076
894,94188;0,002425716;7,28E-04;0,002942344;0,002581477;0,001355776;0,00206406
895,90614;0,002289496;0,001149947;0,002723866;0,003164997;9,00E-04;0,002318005
896,8704;0,002033217;0,001101721;0,002525337;0,00317848;6,93E-04;0,002561911
897,83466;0,001726881;4,83E-04;0,002456755;0,002821925;9,87E-04;0,002785779
898,79892;0,001670487;-2,85E-04;0,002478121;0,002675332;0,001740649;0,002869608
899,76318;0,002174036;-7,13E-04;0,002559435;0,002918701;0,002444275;0,002793399
900,72744;0,003147528;-6,22E-04;0,002720696;0,003392033;0,002677864;0,002727152
901,6917;0,003820963;-2,00E-04;0,002801906;0,003845327;0,002631415;0,002720867
902,65596;0,00352434;2,01E-04;0,002753064;0,003888584;0,00271493;0,002874543
903,62022;0,00269766;4,23E-04;0,00283417;0,003271803;0,002808408;0,003248181
904,58448;0,002090923;4,84E-04;0,003125224;0,002344985;0,002541849;0,003531781
905,54874;0,001804129;5,85E-04;0,003336227;0,001788129;0,001915253;0,003445343
906,51301;0,001727278;7,96E-04;0,003347178;0,001761236;0,001488621;0,003358868
907,47727;0,001970371;9,08E-04;0,003398077;0,002004306;0,001621952;0,003662354
908,44153;0,002533407;8,49E-04;0,003548925;0,002277338;0,001925246;0,004075802
909,40579;0,002786386;9,20E-04;0,003579721;0,002590334;0,001848504;0,003979212
910,37005;0,002329308;0,001310892;0,003470467;0,003053292;0,001541725;0,003392585
911,33431;0,001832174;0,00199186;0,00331116;0,003476213;0,00162491;0,00317592
912,29857;0,002044984;0,002712775;0,003291803;0,003619097;0,002338059;0,003779217
913,26283;0,002597737;0,003183636;0,003782394;0,003611943;0,003381171;0,004632477
914,22709;0,002900434;0,003414445;0,004762934;0,003644753;0,004354246;0,004985699
915,19135;0,003053074;0,0035852;0,005403424;0,003647527;0,005047286;0,004888883
916,15561;0,003315659;0,003645903;0,005283862;0,003770263;0,005250289;0,00470203
917,11987;0,003618188;0,003366553;0,005014249;0,004252962;0,004993256;0,00448514
918,08413;0,00377066;0,002887151;0,005114586;0,004925625;0,004506187;0,004348212
919,0484;0,003723077;0,002747695;0,005334872;0,005398251;0,003849082;0,004521247
920,01266;0,003625437;0,003088187;0,005225107;0,00549084;0,003311941;0,004784244
920,97692;0,003687742;0,003368627;0,004935292;0,005253393;0,003354764;0,004737204
921,94118;0,003929992;0,003159014;0,005075426;0,005015909;0,003927551;0,004650127
922,90544;0,004432186;0,002699348;0,005755509;0,005278389;0,004590302;0,004983013
923,8697;0,005144324;0,002509631;0,006415542;0,006100832;0,005153018;0,005435862
924,83396;0,005576406;0,002779861;0,006775525;0,006783239;0,005635697;0,005428674
925,79822;0,005578434;0,003490039;0,006895458;0,006855609;0,005958341;0,005121449
926,76248;0,005540406;0,004410165;0,00674534;0,006687943;0,005900949;0,005084187
927,72674;0,005622323;0,005180239;0,006555172;0,006690241;0,005523522;0,005346888
928,691;0,005824184;0,00563026;0,006834955;0,006882503;0,005356059;0,005469552
929,65526;0,006155991;0,00590023;0,007584687;0,007114728;0,00585856;0,00537218
930,61952;0,006487742;0,006230149;0,008194369;0,007256918;0,006781026;0,00537477
931,58379;0,006719439;0,006600015;0,008374001;0,007449071;0,007403457;0,005707325
932,54805;0,007001081;0,00685983;0,008473584;0,008021188;0,007385852;0,006429842
933,51231;0,007342668;0,007119593;0,008793117;0,00891327;0,007138212;0,007362323
934,47657;0,0075342;0,007549305;0,0091826;0,009535315;0,007290536;0,008064767
935,44083;0,007525677;0,007988965;0,009362034;0,009527325;0,007912825;0,008257175
936,40509;0,007677101;0,008278573;0,009271418;0,009339298;0,008425079;0,008069546
937,36935;0,008268469;0,008338131;0,009170753;0,009581236;0,008297298;0,007991881
938,33361;0,008909783;0,008207637;0,009340038;0,010103139;0,007629482;0,00862418
939,29787;0,008891043;0,008067092;0,009649274;0,010245005;0,007001631;0,009796443
940,26213;0,008282249;0,008026496;0,009768461;0,009776836;0,006723745;0,010698669
941,22639;0,0078134;0,007905849;0,009607598;0,009198632;0,006535823;0,010680859
942,19065;0,007574497;0,007625151;0,009296687;0,009160391;0,006237867;0,009803013
943,15491;0,00719554;0,007274402;0,008925726;0,009492116;0,006029876;0,008725131
944,11917;0,00670653;0,006863602;0,008594717;0,009283805;0,006201851;0,008047213
945,08344;0,006357465;0,006622751;0,008483658;0,008265458;0,00677379;0,007639259
946,0477;0,006308347;0,00681185;0,008562551;0,007287077;0,007475695;0,007161269
947,01196;0,006599175;0,007120898;0,008511395;0,00709866;0,007837565;0,006753243
947,97622;0,006939949;0,007089896;0,008140191;0,007490208;0,007579401;0,006675181
948,94048;0,006990669;0,006598843;0,007608937;0,00795172;0,007041202;0,006817083
949,90474;0,006801336;0,00574774;0,007177635;0,008223198;0,006732968;0,00685895
950,869;0,00674195;0,005076586;0,007026285;0,00816464;0,0066747;0,006720781
951,83326;0,00683251;0,005105382;0,007224886;0,007946048;0,006516398;0,006592577
952,79752;0,006703017;0,005484128;0,007693439;0,00799742;0,006218061;0,006654337
953,76178;0,006313471;0,005652824;0,008221944;0,008208758;0,00601969;0,006976061
954,72604;0,006123872;0,005581469;0,0085804;0,00804006;0,006031285;0,00717775
955,6903;0,006304219;0,005370065;0,008658809;0,007501328;0,005962845;0,006889404
956,65456;0,006494514;0,005248611;0,008517169;0,007112561;0,005604371;0,006621022
957,61883;0,006544756;0,005617107;0,008365481;0,007093759;0,005375864;0,006882605
958,58309;0,006574944;0,006215553;0,008273745;0,007214923;0,005917322;0,007284153
959,54735;0,00653508;0,00631395;0,008291962;0,007196052;0,006978746;0,007495665
960,51161;0,006485164;0,006002297;0,00853013;0,007107146;0,007550136;0,007817143
961,47587;0,006655195;0,006040594;0,008918251;0,007008206;0,007291492;0,008438585
962,44013;0,007115173;0,006658842;0,009076324;0,006899232;0,006862814;0,009089992
963,40439;0,007795099;0,00743704;0,00884435;0,007050223;0,006864103;0,009391364
964,36865;0,008504972;0,00786519;0,008542328;0,007561179;0,007165357;0,009332701
965,33291;0,008924793;0,007673289;0,008610259;0,008072102;0,007416578;0,009104003
966,29717;0,008924562;0,00708134;0,009318142;0,00859299;0,007527766;0,008915271
967,26143;0,008744279;0,006749341;0,010395978;0,009453843;0,007738919;0,008926503
968,22569;0,008543943;0,007007294;0,011233766;0,010404663;0,008010039;0,009277701
969,18995;0,008413556;0,007515197;0,011431508;0,010795448;0,008021126;0,009848864
970,15422;0,008383116;0,007773052;0,010989202;0,0105362;0,007822179;0,010139993
971,11848;0,008362625;0,007770858;0,01035685;0,010176917;0,007993198;0,010011087
972,08274;0,008322082;0,007878614;0,01009445;0,0101076;0,008794185;0,010022146
973,047;0,008421487;0,008376323;0,010252003;0,010188249;0,009865138;0,010753171
974,01126;0,008670841;0,009203982;0,01052951;0,010578865;0,010966057;0,011934161
974,97552;0,009060143;0,010131593;0,01109697;0,011619447;0,012036943;0,012805117
975,93978;0,009799394;0,010939156;0,012114383;0,012989994;0,012647797;0,013176039
976,90404;0,010948593;0,01148667;0,013301749;0,014080509;0,012438617;0,013646926
977,8683;0,012357741;0,012014135;0,014339069;0,014770989;0,012059403;0,014437779
978,83256;0,013846837;0,012741553;0,015266343;0,015391436;0,012640157;0,015248598
979,79682;0,015235883;0,013488922;0,01629357;0,016021849;0,014170878;0,016149383
980,76108;0,016414877;0,014236243;0,01749075;0,016572228;0,015891566;0,017360134
981,72534;0,01724382;0,015543516;0,018687885;0,017342575;0,017392221;0,01855085
982,6896;0,017662712;0,017350741;0,019704973;0,018692887;0,018542843;0,019521533
983,65387;0,017951554;0,018637918;0,020402015;0,020083167;0,019193432;0,020312181
984,61813;0,018490344;0,018955047;0,020699011;0,020643413;0,019413989;0,020712796
985,58239;0,019279084;0,019002129;0,02060596;0,020373625;0,019554513;0,020613377
986,54665;0,020007773;0,019409162;0,020122864;0,020043805;0,019745004;0,020403924
987,51091;0,020206412;0,019806148;0,019529722;0,020063951;0,019645463;0,020324438
988,47517;0,019485;0,019413087;0,019286535;0,020104064;0,019095889;0,020144917
989,43943;0,018133538;0,018049978;0,019223301;0,019624144;0,018296282;0,019675363
990,40369;0,016842025;0,016166821;0,018540022;0,018564191;0,017276643;0,018835776
991,36795;0,015780462;0,014363617;0,017136697;0,017314205;0,015876972;0,017686155
992,33221;0,014598849;0,013020366;0,015753327;0,016174186;0,014067268;0,0167065
993,29647;0,013037185;0,012017068;0,014889911;0,015184134;0,012217532;0,016046812
994,26073;0,011395472;0,011163722;0,01446645;0,014254049;0,010767764;0,015307091
995,22499;0,010163708;0,010550329;0,014092943;0,013313931;0,010117963;0,014267336
996,18926;0,009481895;0,01018689;0,013499391;0,012593781;0,010318131;0,013127548
997,15352;0,009330032;0,009953403;0,012855794;0,012393598;0,010728266;0,012077727
998,11778;0,009858119;0,009839869;0,012422152;0,012333382;0,010828369;0,011237873
999,08204;0,010816156;0,009896289;0,012308465;0,011903134;0,01080844;0,010577985
1000,0463;0,011584144;0,010102662;0,012544733;0,011492853;0,010828479;0,010148064
1001,01056;0,011702082;0,010318988;0,012760955;0,01166254;0,010698486;0,010288111
1001,97482;0,011099971;0,010375268;0,012507133;0,012142194;0,010398462;0,010938124
1002,93908;0,01019781;0,010251501;0,012003267;0,012421815;0,009928405;0,011398104
1003,90334;0,0096356;0,009987688;0,011619355;0,012351405;0,009428317;0,011358052
1004,8676;0,009603341;0,009783828;0,011265399;0,011910962;0,009328197;0,011087967
1005,83186;0,009651032;0,009869922;0,010691398;0,011140487;0,009788045;0,010887849
1006,79612;0,009508675;0,01005597;0,010147353;0,010309979;0,010417862;0,010927698
1007,76038;0,009476268;0,009891972;0,009973264;0,00969944;0,010897647;0,011127514
1008,72465;0,009843813;0,009297927;0,01008913;0,009498868;0,0112174;0,011177298
1009,68891;0,010291309;0,008653837;0,010414951;0,009818264;0,011287122;0,01109705
1010,65317;0,010298756;0,008179701;0,010970729;0,010547629;0,010906813;0,011006768
1011,61743;0,009726154;0,007725518;0,011366462;0,011156961;0,010176472;0,010636455
1012,58169;0,009043503;0,00732129;0,011212151;0,011146261;0,0096161;0,009916108
1013,54595;0,008720804;0,007267016;0,010847796;0,01065553;0,009375696;0,00943573
1014,51021;0,008568057;0,007682697;0,010693397;0,010244767;0,009165262;0,009665319
1015,47447;0,008195261;0,008428331;0,010618955;0,010213971;0,008974796;0,010224876
1016,43873;0,008012416;0,009233921;0,010464468;0,010403145;0,009084299;0,010474401
1017,40299;0,008499524;0,009729465;0,010439938;0,010492286;0,009503771;0,010463893
1018,36725;0,009256583;0,009664963;0,010675364;0,010451396;0,009893211;0,010523354
1019,33151;0,009703594;0,009040416;0,011080746;0,010430475;0,010042621;0,010592782
1020,29577;0,009790557;0,008085824;0,011446085;0,010379521;0,010052;0,010362178
1021,26003;0,009427473;0,007171187;0,01144138;0,010268537;0,009961348;0,010101543
1022,2243;0,00852434;0,006636504;0,011066632;0,010347521;0,009750665;0,010250875
1023,18856;0,007691159;0,006671777;0,010691841;0,010786473;0,009539951;0,010790176
1024,15282;0,007687931;0,007357004;0,010567006;0,011045395;0,009409207;0,011379444
1025,11708;0,008454655;0,008442187;0,010682128;0,010754285;0,009288432;0,011568681
1026,08134;0,009351331;0,009257325;0,010827207;0,010523143;0,009047626;0,011187887
1027,0456;0,00988796;0,009292418;0,010892243;0,010871971;0,008746789;0,01085706
1028,00986;0,010004542;0,008867466;0,011007236;0,011310767;0,008635922;0,011006202
1028,97412;0,010121076;0,00856247;0,011132186;0,011299533;0,009025025;0,011225312
1029,93838;0,010397563;0,008557429;0,011037093;0,011058267;0,009784097;0,011254391
1030,90264;0,010624002;0,008842344;0,010881957;0,011196971;0,010523138;0,011373439
1031,8669;0,010830395;0,009377214;0,010856779;0,011865643;0,010922149;0,011692455
1032,83116;0,01120674;0,00993204;0,010821558;0,012494285;0,01090113;0,011951439
1033,79542;0,011513039;0,010216822;0,010756294;0,012552895;0,010770081;0,011980393
1034,75969;0,01144929;0,01016156;0,010990988;0,012201475;0,010859001;0,011819315
1035,72395;0,011155495;0,009986253;0,011485639;0,011770025;0,010917891;0,011488206
1036,68821;0,010861653;0,009740902;0,011800248;0,011388543;0,010526751;0,011017065
1037,65247;0,010567764;0,009165508;0,011784815;0,011097031;0,009765581;0,010505894
1038,61673;0,010423828;0,008440069;0,011759339;0,010865488;0,009194381;0,010114691
1039,58099;0,010949846;0,008304587;0,012023822;0,010633915;0,009113151;0,009983458
1040,54525;0,011885818;0,008969061;0,012418262;0,010572312;0,009361892;0,010182194
1041,50951;0,012171743;0,009933491;0,01249266;0,010870678;0,009770602;0,010650898
1042,47377;0,011777622;0,010787878;0,012277016;0,011309013;0,010409282;0,011259572
1043,43803;0,011803454;0,011392221;0,01237133;0,011717318;0,011177933;0,011648215
1044,40229;0,012549241;0,01152652;0,012955602;0,012205593;0,011786553;0,011426827
1045,36655;0,013154981;0,011270776;0,013519833;0,012753838;0,012255145;0,010965409
1046,33081;0,013120675;0,011144989;0,013744022;0,013122052;0,012593706;0,01100396
1047,29508;0,013006324;0,011339158;0,013988169;0,013250237;0,012722238;0,01151248
1048,25934;0,013401926;0,011533285;0,014392275;0,013328391;0,01279074;0,01201097
1049,2236;0,013997483;0,011507368;0,014556339;0,013476515;0,012849213;0,012359429
1050,18786;0,014042994;0,011381408;0,014440362;0,013734609;0,012657657;0,012667858
1051,15212;0,013448459;0,011345405;0,014324343;0,014122674;0,012316071;0,013126256
1052,11638;0,012883879;0,011449359;0,014198283;0,014550708;0,012384455;0,013844624
1053,08064;0,012909253;0,011883271;0,014012182;0,014788713;0,012992811;0,014582962
1054,0449;0,013444582;0,012817139;0,01396604;0,014736687;0,013551137;0,014871269
1055,00916;0,014029866;0,013930965;0,014139856;0,014674633;0,013499434;0,014419546
1055,97342;0,014355104;0,014754748;0,014553632;0,014882548;0,013227702;0,013447793
1056,93768;0,014390297;0,015258489;0,015247367;0,015090434;0,01344594;0,012686011
1057,90194;0,014225445;0,015532187;0,01585106;0,01505829;0,01403415;0,012764197
1058,8662;0,014100548;0,015625842;0,016004713;0,015236116;0,01451233;0,013502354
1059,83046;0,014485606;0,015529456;0,015958326;0,015953913;0,014990482;0,014190481
1060,79473;0,015470619;0,015423027;0,016141897;0,016611681;0,015628605;0,014608579
1061,75899;0,016345587;0,015606556;0,016455428;0,016619419;0,016036699;0,014956646
